"","Active Ingredients","Active Ingredients Info","Dosage","Estab. Name","Package Description","NDC Package Code","Report Year"
"16","Ephedrine Sulfate","5 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","5 Ml in 1 Syringe",NA,"2019-1"
"17","Epinephrine Hydrochloride; Lidocaine Hydrochloride",".25 mg/1 mL; 7.5 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","1 Ml in 1 Vial",NA,"2019-1"
"18","Hyaluronidase (human Recombinant)","150 [USP'U]/1 mL","injection","Pine Pharmaceuticals LLC(079432784)",".2 Ml in 1 Syringe",NA,"2019-1"
"19","Lidocaine","300 mg/1 g","ointment","Pine Pharmaceuticals LLC(079432784)","114.12 G in 1 Bottle",NA,"2019-1"
"20","Lidocaine Hydrochloride","40 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","3 Ml in 1 Bottle, Dropper",NA,"2019-1"
"21","Lidocaine Hydrochloride; Oxymetazoline Hydrochloride","20 mg/1 mL; .25 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","20 Ml in 1 Bottle",NA,"2019-1"
"22","Lidocaine Hydrochloride; Oxymetazoline Hydrochloride","20 mg/1 mL; .25 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","2 Ml in 1 Syringe",NA,"2019-1"
"23","Lidocaine Hydrochloride; Phenylephrine Hydrochloride","10 mg/1 mL; 15 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","1 Ml in 1 Vial",NA,"2019-1"
"24","Lidocaine; Tetracaine; Benzocaine","60 mg/1 g; 40 mg/1 g; 200 mg/1 g","ointment","Pine Pharmaceuticals LLC(079432784)","90 G in 1 Bottle",NA,"2019-1"
"25","Moxifloxacin Hydrochloride","1 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)",".4 Ml in 1 Syringe",NA,"2019-1"
"26","Moxifloxacin Hydrochloride","1.5 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)",".4 Ml in 1 Syringe",NA,"2019-1"
"27","Phenylephrine Hydrochloride",".1 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","5 Ml in 1 Syringe",NA,"2019-1"
"28","Povidone-Iodine","5 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","1 Ml in 1 Bottle",NA,"2019-1"
"29","Povidone-Iodine","5 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","5 Ml in 1 Bottle",NA,"2019-1"
"30","Remifentanil Hydrochloride","50 ug/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","1 Ml in 1 Vial",NA,"2019-1"
"31","Sodium Chloride","1000 mg","capsule","Pine Pharmaceuticals LLC(079432784)","1 Capsule in 1 Capsule",NA,"2019-1"
"32","Tropicamide; Phenylephrine Hydrochloride","10 mg/1 mL; 25 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","15 Ml in 1 Bottle",NA,"2019-1"
"33","Tropicamide; Phenylephrine Hydrochloride","10 mg/1 mL; 25 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","5 Ml in 1 Bottle",NA,"2019-1"
"34","Tropicamide; Phenylephrine Hydrochloride; Cyclopentolate Hydrochloride","10 mg/1 mL; 25 mg/1 mL; 10 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","5 Ml in 1 Bottle",NA,"2019-1"
"35","Vancomycin Hydrochloride","10 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","1 Ml in 1 Vial",NA,"2019-1"
"36","Vancomycin Hydrochloride; Gentamicin Sulfate","1 mg/.12 mL; 4 mg/.12 mL","solution","Pine Pharmaceuticals LLC(079432784)",".12 Ml in 1 Syringe",NA,"2019-1"
"37","Aflibercept","25 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)",".05 Ml in 1 Syringe",NA,"2019-2"
"38","Bevacizumab","25 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)",".06 Ml in 1 Syringe",NA,"2019-2"
"39","Bevacizumab","25 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)",".1 Ml in 1 Syringe",NA,"2019-2"
"40","Bevacizumab","25 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)",".05 Ml in 1 Syringe",NA,"2019-2"
"41","Brilliant Blue G",".25 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)",".5 Ml in 1 Vial",NA,"2019-2"
"42","Bupivacaine Hydrochloride; Lidocaine Hydrochloride","3.75 mg/1 mL; 20 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","10 Ml in 1 Syringe",NA,"2019-2"
"43","Bupivacaine Hydrochloride; Lidocaine Hydrochloride","2.5 mg/1 mL; 10 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","5 Ml in 1 Syringe",NA,"2019-2"
"44","Calcium Chloride","20 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","500 Ml in 1 Bag",NA,"2019-2"
"45","Calcium Gluconate","10 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","500 Ml in 1 Bag",NA,"2019-2"
"46","Calcium Gluconate","25 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","5 Ml in 1 Syringe",NA,"2019-2"
"47","Calcium Gluconate","25 mg/1 g","solution","Pine Pharmaceuticals LLC(079432784)","60 G in 1 Jar",NA,"2019-2"
"48","Ceftazidime","22.5 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","1 Ml in 1 Vial",NA,"2019-2"
"49","Cefuroxime Sodium","10 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)",".4 Ml in 1 Syringe",NA,"2019-2"
"50","Cholic Acid","4 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","10 Ml in 1 Vial",NA,"2019-2"
"51","Dexamethasone Sodium Phosphate","24 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","1 Ml in 1 Vial",NA,"2019-2"
"52","Dextrose","77.9 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","30 Ml in 1 Vial",NA,"2019-2"
"53","Ephedrine Sulfate","5 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","5 Ml in 1 Syringe",NA,"2019-2"
"54","Epinephrine Hydrochloride; Lidocaine Hydrochloride",".25 mg/1 mL; 7.5 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","1 Ml in 1 Vial",NA,"2019-2"
"55","Glycerin","11.7 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","30 Ml in 1 Vial",NA,"2019-2"
"56","Hyaluronidase (human Recombinant)","150 [USP'U]/1 mL","injection","Pine Pharmaceuticals LLC(079432784)",".2 Ml in 1 Syringe",NA,"2019-2"
"57","Lidocaine","300 mg/1 g","ointment","Pine Pharmaceuticals LLC(079432784)","114.12 G in 1 Bottle",NA,"2019-2"
"58","Lidocaine Hydrochloride","40 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","3 Ml in 1 Bottle, Dropper",NA,"2019-2"
"59","Lidocaine Hydrochloride; Oxymetazoline Hydrochloride","20 mg/1 mL; .25 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","20 Ml in 1 Bottle",NA,"2019-2"
"60","Lidocaine Hydrochloride; Oxymetazoline Hydrochloride","20 mg/1 mL; .25 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","2 Ml in 1 Syringe",NA,"2019-2"
"61","Lidocaine Hydrochloride; Phenylephrine Hydrochloride","10 mg/1 mL; 15 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","1 Ml in 1 Vial",NA,"2019-2"
"62","Lidocaine; Tetracaine; Benzocaine","60 mg/1 g; 40 mg/1 g; 200 mg/1 g","ointment","Pine Pharmaceuticals LLC(079432784)","90 G in 1 Bottle",NA,"2019-2"
"63","Moxifloxacin Hydrochloride","1.5 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)",".4 Ml in 1 Syringe",NA,"2019-2"
"64","Moxifloxacin Hydrochloride","1 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)",".4 Ml in 1 Syringe",NA,"2019-2"
"65","Phenylephrine Hydrochloride",".1 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","5 Ml in 1 Syringe",NA,"2019-2"
"66","Potassium Palmitate","620 ug/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","28 Ml in 1 Vial",NA,"2019-2"
"67","Povidone-Iodine","5 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","5 Ml in 1 Bottle",NA,"2019-2"
"68","Povidone-Iodine","5 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","1 Ml in 1 Bottle",NA,"2019-2"
"69","Remifentanil Hydrochloride","50 ug/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","1 Ml in 1 Vial",NA,"2019-2"
"70","Sodium Chloride","1000 mg","capsule","Pine Pharmaceuticals LLC(079432784)","1 Capsule in 1 Capsule",NA,"2019-2"
"71","Sodium Glycolate","10 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","1 Ml in 1 Vial",NA,"2019-2"
"72","Sodium Oxalate","1.36 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","1 Ml in 1 Vial",NA,"2019-2"
"73","Tropicamide; Phenylephrine Hydrochloride","10 mg/1 mL; 25 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","5 Ml in 1 Bottle",NA,"2019-2"
"74","Tropicamide; Phenylephrine Hydrochloride","10 mg/1 mL; 25 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","15 Ml in 1 Bottle",NA,"2019-2"
"75","Tropicamide; Phenylephrine Hydrochloride; Cyclopentolate Hydrochloride","10 mg/1 mL; 25 mg/1 mL; 10 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","5 Ml in 1 Bottle",NA,"2019-2"
"76","Vancomycin Hydrochloride","10 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","1 Ml in 1 Vial",NA,"2019-2"
"77","Vancomycin Hydrochloride; Gentamicin Sulfate","1 mg/.12 mL; 4 mg/.12 mL","solution","Pine Pharmaceuticals LLC(079432784)",".12 Ml in 1 Syringe",NA,"2019-2"
"78","Aflibercept","25 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)",".05 Ml in 1 Syringe",NA,"2020-1"
"79","Bevacizumab","25 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)",".06 Ml in 1 Syringe",NA,"2020-1"
"80","Bevacizumab","25 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)",".1 Ml in 1 Syringe",NA,"2020-1"
"81","Bevacizumab","25 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)",".05 Ml in 1 Syringe",NA,"2020-1"
"82","Brilliant Blue G",".25 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)",".5 Ml in 1 Vial",NA,"2020-1"
"83","Bupivacaine Hydrochloride; Lidocaine Hydrochloride","3.75 mg/1 mL; 20 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","10 Ml in 1 Syringe",NA,"2020-1"
"84","Bupivacaine Hydrochloride; Lidocaine Hydrochloride","2.5 mg/1 mL; 10 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","5 Ml in 1 Syringe",NA,"2020-1"
"85","Calcium Chloride","20 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","500 Ml in 1 Bag",NA,"2020-1"
"86","Calcium Gluconate","25 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","5 Ml in 1 Syringe",NA,"2020-1"
"87","Calcium Gluconate","10 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","500 Ml in 1 Bag",NA,"2020-1"
"88","Calcium Gluconate","25 mg/1 g","solution","Pine Pharmaceuticals LLC(079432784)","60 G in 1 Jar",NA,"2020-1"
"89","Ceftazidime","22.5 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","1 Ml in 1 Vial",NA,"2020-1"
"90","Cefuroxime Sodium","10 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)",".4 Ml in 1 Syringe",NA,"2020-1"
"91","Cholic Acid","4 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","5.5 Ml in 1 Vial",NA,"2020-1"
"92","Cholic Acid","4 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","10 Ml in 1 Vial",NA,"2020-1"
"93","Dexamethasone Sodium Phosphate","24 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","1 Ml in 1 Vial",NA,"2020-1"
"94","Dextrose","77.9 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","30 Ml in 1 Vial",NA,"2020-1"
"95","Ephedrine Sulfate","5 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","5 Ml in 1 Syringe",NA,"2020-1"
"96","Epinephrine Hydrochloride; Lidocaine Hydrochloride",".25 mg/1 mL; 7.5 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","1 Ml in 1 Vial",NA,"2020-1"
"97","Glycerin","11.7 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","30 Ml in 1 Vial",NA,"2020-1"
"98","Hyaluronidase (human Recombinant)","150 [USP'U]/1 mL","injection","Pine Pharmaceuticals LLC(079432784)",".2 Ml in 1 Syringe",NA,"2020-1"
"99","Lidocaine","300 mg/1 g","ointment","Pine Pharmaceuticals LLC(079432784)","114.12 G in 1 Bottle",NA,"2020-1"
"100","Lidocaine Hydrochloride","40 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","3 Ml in 1 Bottle, Dropper",NA,"2020-1"
"101","Lidocaine Hydrochloride; Oxymetazoline Hydrochloride","20 mg/1 mL; .25 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","2 Ml in 1 Syringe",NA,"2020-1"
"102","Lidocaine Hydrochloride; Oxymetazoline Hydrochloride","20 mg/1 mL; .25 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","20 Ml in 1 Bottle",NA,"2020-1"
"103","Lidocaine Hydrochloride; Phenylephrine Hydrochloride","10 mg/1 mL; 15 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","1 Ml in 1 Vial",NA,"2020-1"
"104","Lidocaine; Tetracaine; Benzocaine","60 mg/1 g; 40 mg/1 g; 200 mg/1 g","ointment","Pine Pharmaceuticals LLC(079432784)","90 G in 1 Bottle",NA,"2020-1"
"105","Moxifloxacin Hydrochloride","1.5 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)",".4 Ml in 1 Syringe",NA,"2020-1"
"106","Moxifloxacin Hydrochloride","1 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)",".4 Ml in 1 Syringe",NA,"2020-1"
"107","Phenylephrine Hydrochloride",".1 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","5 Ml in 1 Syringe",NA,"2020-1"
"108","Potassium Palmitate","620 ug/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","28 Ml in 1 Vial",NA,"2020-1"
"109","Povidone-Iodine","5 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","1 Ml in 1 Bottle",NA,"2020-1"
"110","Povidone-Iodine","5 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","5 Ml in 1 Bottle",NA,"2020-1"
"111","Remifentanil Hydrochloride","50 ug/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","1 Ml in 1 Vial",NA,"2020-1"
"112","Sodium Chloride","1000 mg","capsule","Pine Pharmaceuticals LLC(079432784)","1 Capsule in 1 Capsule",NA,"2020-1"
"113","Sodium Glycolate","10 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","1 Ml in 1 Vial",NA,"2020-1"
"114","Sodium Oxalate","1.36 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","1 Ml in 1 Vial",NA,"2020-1"
"115","Tropicamide; Phenylephrine Hydrochloride","10 mg/1 mL; 25 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","5 Ml in 1 Bottle",NA,"2020-1"
"116","Tropicamide; Phenylephrine Hydrochloride","10 mg/1 mL; 25 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","15 Ml in 1 Bottle",NA,"2020-1"
"117","Tropicamide; Phenylephrine Hydrochloride; Cyclopentolate Hydrochloride","10 mg/1 mL; 25 mg/1 mL; 10 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","5 Ml in 1 Bottle",NA,"2020-1"
"118","Vancomycin Hydrochloride","10 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","1 Ml in 1 Vial",NA,"2020-1"
"119","Vancomycin Hydrochloride; Gentamicin Sulfate","1 mg/.12 mL; 4 mg/.12 mL","solution","Pine Pharmaceuticals LLC(079432784)",".12 Ml in 1 Syringe",NA,"2020-1"
"120","Aflibercept","25 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)",".05 Ml in 1 Syringe",NA,"2020-2"
"121","Bevacizumab","25 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)",".1 Ml in 1 Syringe",NA,"2020-2"
"122","Bevacizumab","25 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)",".05 Ml in 1 Syringe",NA,"2020-2"
"123","Bevacizumab","25 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)",".06 Ml in 1 Syringe",NA,"2020-2"
"124","Brilliant Blue G",".25 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)",".5 Ml in 1 Vial",NA,"2020-2"
"125","Bupivacaine Hydrochloride; Lidocaine Hydrochloride","3.75 mg/1 mL; 20 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","10 Ml in 1 Syringe",NA,"2020-2"
"126","Bupivacaine Hydrochloride; Lidocaine Hydrochloride","2.5 mg/1 mL; 10 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","5 Ml in 1 Syringe",NA,"2020-2"
"127","Calcium Chloride","20 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","500 Ml in 1 Bag",NA,"2020-2"
"128","Calcium Gluconate","25 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","5 Ml in 1 Syringe",NA,"2020-2"
"129","Calcium Gluconate","25 mg/1 g","solution","Pine Pharmaceuticals LLC(079432784)","60 G in 1 Jar",NA,"2020-2"
"130","Calcium Gluconate","10 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","500 Ml in 1 Bag",NA,"2020-2"
"131","Ceftazidime","22.5 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","1 Ml in 1 Vial",NA,"2020-2"
"132","Cefuroxime Sodium","10 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)",".4 Ml in 1 Syringe",NA,"2020-2"
"133","Cholic Acid","4 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","10 Ml in 1 Vial",NA,"2020-2"
"134","Cholic Acid","4 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","5.5 Ml in 1 Vial",NA,"2020-2"
"135","Dexamethasone Sodium Phosphate","24 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","1 Ml in 1 Vial",NA,"2020-2"
"136","Dexmedetomidine Hydrochloride","100 ug/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","2 Ml in 1 Vial",NA,"2020-2"
"137","Dextrose","77.9 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","30 Ml in 1 Vial",NA,"2020-2"
"138","Ephedrine Sulfate","5 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","5 Ml in 1 Syringe",NA,"2020-2"
"139","Epinephrine Hydrochloride; Lidocaine Hydrochloride",".25 mg/1 mL; 7.5 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","1 Ml in 1 Vial",NA,"2020-2"
"140","Furosemide","4 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","4 Ml in 1 Syringe",NA,"2020-2"
"141","Glycerin","11.7 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","30 Ml in 1 Vial",NA,"2020-2"
"142","Hyaluronidase (human Recombinant)","150 [USP'U]/1 mL","injection","Pine Pharmaceuticals LLC(079432784)",".2 Ml in 1 Syringe",NA,"2020-2"
"143","Isopropyl Alcohol","75 mL/100 mL","solution","Pine Pharmaceuticals LLC(079432784)","120 Ml in 1 Bottle",NA,"2020-2"
"144","Lidocaine","300 mg/1 g","ointment","Pine Pharmaceuticals LLC(079432784)","114.12 G in 1 Bottle",NA,"2020-2"
"145","Lidocaine Hydrochloride","40 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","3 Ml in 1 Bottle, Dropper",NA,"2020-2"
"146","Lidocaine Hydrochloride; Oxymetazoline Hydrochloride","20 mg/1 mL; .25 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","2 Ml in 1 Syringe",NA,"2020-2"
"147","Lidocaine Hydrochloride; Oxymetazoline Hydrochloride","20 mg/1 mL; .25 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","20 Ml in 1 Bottle",NA,"2020-2"
"148","Lidocaine Hydrochloride; Phenylephrine Hydrochloride","10 mg/1 mL; 15 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","1 Ml in 1 Vial",NA,"2020-2"
"149","Lidocaine; Tetracaine; Benzocaine","60 mg/1 g; 40 mg/1 g; 200 mg/1 g","ointment","Pine Pharmaceuticals LLC(079432784)","90 G in 1 Bottle",NA,"2020-2"
"150","Moxifloxacin Hydrochloride","1.5 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)",".4 Ml in 1 Syringe",NA,"2020-2"
"151","Moxifloxacin Hydrochloride","1 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)",".4 Ml in 1 Syringe",NA,"2020-2"
"152","Norepinephrine Bitartrate","4 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","8 Ml in 1 Syringe",NA,"2020-2"
"153","Phenylephrine Hydrochloride",".1 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","5 Ml in 1 Syringe",NA,"2020-2"
"154","Potassium Palmitate","620 ug/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","28 Ml in 1 Vial",NA,"2020-2"
"155","Povidone-Iodine","5 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","1 Ml in 1 Bottle",NA,"2020-2"
"156","Povidone-Iodine","5 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","5 Ml in 1 Bottle",NA,"2020-2"
"157","Remifentanil Hydrochloride","50 ug/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","1 Ml in 1 Vial",NA,"2020-2"
"158","Sodium Chloride","1000 mg","capsule","Pine Pharmaceuticals LLC(079432784)","1 Capsule in 1 Capsule",NA,"2020-2"
"159","Sodium Glycolate","10 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","1 Ml in 1 Vial",NA,"2020-2"
"160","Sodium Oxalate","1.36 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","1 Ml in 1 Vial",NA,"2020-2"
"161","Tropicamide; Phenylephrine Hydrochloride","10 mg/1 mL; 25 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","5 Ml in 1 Bottle",NA,"2020-2"
"162","Tropicamide; Phenylephrine Hydrochloride","10 mg/1 mL; 25 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","15 Ml in 1 Bottle",NA,"2020-2"
"163","Tropicamide; Phenylephrine Hydrochloride; Cyclopentolate Hydrochloride","10 mg/1 mL; 25 mg/1 mL; 10 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","5 Ml in 1 Bottle",NA,"2020-2"
"164","Vancomycin Hydrochloride","10 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","1 Ml in 1 Vial",NA,"2020-2"
"165","Vancomycin Hydrochloride; Gentamicin Sulfate","1 mg/.12 mL; 4 mg/.12 mL","solution","Pine Pharmaceuticals LLC(079432784)",".12 Ml in 1 Syringe",NA,"2020-2"
