"","Active Ingredients","Active Ingredients Info","Dosage","Estab. Name","Package Description","NDC Package Code","Report Year"
"23","Gabapentin","25 mg","tablet","Atlas Pharmaceuticals, LLC(057234359)","100 Tablet in 1 Bottle (71591-035-01)","71591-035-01","2019-1"
"24","Gabapentin","50 mg","tablet","Atlas Pharmaceuticals, LLC(057234359)","100 Tablet in 1 Bottle (71591-036-01)","71591-036-01","2019-1"
"25","Gabapentin","150 mg","tablet","Atlas Pharmaceuticals, LLC(057234359)","100 Tablet in 1 Bottle (71591-037-01)","71591-037-01","2019-1"
"26","Gabapentin","100 mg/1 mL","suspension","Atlas Pharmaceuticals, LLC(057234359)","100 Ml in 1 Bottle (71591-040-01)","71591-040-01","2019-1"
"27","Gabapentin","50 mg/1 mL","suspension","Atlas Pharmaceuticals, LLC(057234359)","100 Ml in 1 Bottle (71591-038-01)","71591-038-01","2019-1"
"28","Glycopyrrolate",".4 mg/1 mL","injection","Atlas Pharmaceuticals, LLC(057234359)","30 Ml in 1 Vial",NA,"2019-1"
"29","Ketoconazole; Amikacin Sulfate; Triamcinolone Acetonide","1 g/100 mL; .67 g/100 mL; .1 g/100 mL","ointment","Atlas Pharmaceuticals, LLC(057234359)","3 Ml in 1 Syringe",NA,"2019-1"
"30","Ketoconazole; Enrofloxacin; Triamcinolone Acetonide","1 g/100 mL; .23 g/100 mL; .1 g/100 mL","ointment","Atlas Pharmaceuticals, LLC(057234359)","3 Ml in 1 Syringe (71591-004-06)","71591-004-06","2019-1"
"31","Ketoconazole; Gentamicin Sulfate; Triamcinolone Acetonide","1 g/100 mL; .67 g/100 mL; .1 g/100 mL","ointment","Atlas Pharmaceuticals, LLC(057234359)","3 Ml in 1 Syringe",NA,"2019-1"
"32","Lidocaine Hydrochloride","20 mg/1 mL","injection","Atlas Pharmaceuticals, LLC(057234359)","30 Ml in 1 Vial, Multi-Dose (71591-002-30)","71591-002-30","2019-1"
"33","Lidocaine Hydrochloride","10 mg/1 mL","injection","Atlas Pharmaceuticals, LLC(057234359)","30 Ml in 1 Vial, Multi-Dose (71591-001-30)","71591-001-30","2019-1"
"34","Lidocaine; Tetracaine; Benzocaine","6 g/100 g; 4 g/100 g; 20 g/100 g","cream","Atlas Pharmaceuticals, LLC(057234359)","454 G in 1 Jar (71591-021-01)","71591-021-01","2019-1"
"35","Meloxicam","10 mg/1 mL","injection","Atlas Pharmaceuticals, LLC(057234359)","50 Ml in 1 Vial (71591-042-50)","71591-042-50","2019-1"
"36","Metronidazole","150 mg","tablet","Atlas Pharmaceuticals, LLC(057234359)","100 Tablet in 1 Bottle (71591-020-01)","71591-020-01","2019-1"
"37","Metronidazole Benzoate","100 mg/1 mL","suspension","Atlas Pharmaceuticals, LLC(057234359)","240 Ml in 1 Bottle (71591-016-01)","71591-016-01","2019-1"
"38","Metronidazole Benzoate","100 mg/1 mL","suspension","Atlas Pharmaceuticals, LLC(057234359)","240 Ml in 1 Bottle (71591-008-01)","71591-008-01","2019-1"
"39","Metronidazole Benzoate","80 mg/1 mL","suspension","Atlas Pharmaceuticals, LLC(057234359)","240 Ml in 1 Bottle",NA,"2019-1"
"40","Metronidazole Benzoate","50 mg/1 mL","suspension","Atlas Pharmaceuticals, LLC(057234359)","240 Ml in 1 Bottle (71591-017-01)","71591-017-01","2019-1"
"41","Metronidazole Benzoate","160 mg/1 mL","suspension","Atlas Pharmaceuticals, LLC(057234359)","240 Ml in 1 Bottle",NA,"2019-1"
"42","Metronidazole Benzoate","80 mg","tablet","Atlas Pharmaceuticals, LLC(057234359)","100 Tablet in 1 Bottle (71591-018-01)","71591-018-01","2019-1"
"43","Metronidazole Benzoate","40 mg","tablet","Atlas Pharmaceuticals, LLC(057234359)","100 Tablet in 1 Bottle (71591-019-01)","71591-019-01","2019-1"
"44","Metronidazole Benzoate","50 mg/1 mL","suspension","Atlas Pharmaceuticals, LLC(057234359)","240 Ml in 1 Bottle (71591-009-01)","71591-009-01","2019-1"
"45","Ponazuril","90 mg/1 mL","suspension","Atlas Pharmaceuticals, LLC(057234359)","60 Ml in 1 Bottle (71591-043-60)","71591-043-60","2019-1"
"46","Ponazuril","227 mg/1 mL","suspension","Atlas Pharmaceuticals, LLC(057234359)","60 Ml in 1 Bottle (71591-045-30)","71591-045-30","2019-1"
"47","Potassium Chloride","2 meq/1 mL","injection","Atlas Pharmaceuticals, LLC(057234359)","15 Ml in 1 Vial (71591-012-15)","71591-012-15","2019-1"
"48","Praziquantel; Pyrantel Pamoate; Oxantel Pamoate","22.7 mg; 65.376 mg; 252 mg","tablet","Atlas Pharmaceuticals, LLC(057234359)","100 Tablet in 1 Vial (71591-046-01)","71591-046-01","2019-1"
"49","Prednisolone","20 mg/1 mL","suspension","Atlas Pharmaceuticals, LLC(057234359)","240 Ml in 1 Bottle (71591-049-01)","71591-049-01","2019-1"
"50","Prednisolone","5 mg/1 mL","suspension","Atlas Pharmaceuticals, LLC(057234359)","240 Ml in 1 Bottle (71591-047-01)","71591-047-01","2019-1"
"51","Prednisolone","10 mg/1 mL","suspension","Atlas Pharmaceuticals, LLC(057234359)","120 Ml in 1 Bottle (71591-048-01)","71591-048-01","2019-1"
"52","Secnidazole","140 mg/1 mL","suspension","Atlas Pharmaceuticals, LLC(057234359)","30 Ml in 1 Bottle (71591-052-01)","71591-052-01","2019-1"
"53","Sodium Chloride","9 mg/1 mL","injection, solution, concentrate","Atlas Pharmaceuticals, LLC(057234359)","30 Ml in 1 Vial (71591-900-30)","71591-900-30","2019-1"
"54","Sodium Chloride","234 mg/1 mL","injection, solution, concentrate","Atlas Pharmaceuticals, LLC(057234359)","30 Ml in 1 Vial (71591-234-30)","71591-234-30","2019-1"
"55","Ascorbic Acid","500 mg/1 mL","injection","Atlas Pharmaceuticals, LLC(057234359)","50 Ml in 1 Vial (71591-500-50)","71591-500-50","2019-2"
"56","Buprenorphine Hydrochloride",".6 mg/1 mL","injection","Atlas Pharmaceuticals, LLC(057234359)","15 Ml in 1 Vial, Multi-Dose (71591-006-15)","71591-006-15","2019-2"
"57","Buprenorphine Hydrochloride",".15 mg/1 mL","injection","Atlas Pharmaceuticals, LLC(057234359)","30 Ml in 1 Vial, Multi-Dose (71591-015-30)","71591-015-30","2019-2"
"58","Buprenorphine Hydrochloride",".6 mg/1 mL","solution","Atlas Pharmaceuticals, LLC(057234359)","30 Ml in 1 Bottle (71591-011-30)","71591-011-30","2019-2"
"59","Buprenorphine Hydrochloride",".3 mg/1 mL","solution","Atlas Pharmaceuticals, LLC(057234359)","30 Ml in 1 Bottle (71591-003-30)","71591-003-30","2019-2"
"60","Buprenorphine Hydrochloride",".6 mg/1 mL","solution","Atlas Pharmaceuticals, LLC(057234359)","60 Ml in 1 Bottle (71591-011-60)","71591-011-60","2019-2"
"61","Buprenorphine Hydrochloride",".3 mg/1 mL","solution","Atlas Pharmaceuticals, LLC(057234359)","60 Ml in 1 Bottle (71591-003-60)","71591-003-60","2019-2"
"62","Dexmedetomidine Hydrochloride","1 mg/1 mL","injection","Atlas Pharmaceuticals, LLC(057234359)","5 Ml in 1 Vial (71591-014-05)","71591-014-05","2019-2"
"63","Dexpanthenol","250 mg/1 mL","injection","Atlas Pharmaceuticals, LLC(057234359)","30 Ml in 1 Vial (71591-044-30)","71591-044-30","2019-2"
"64","Doxycycline","100 mg/1 mL","suspension","Atlas Pharmaceuticals, LLC(057234359)","240 Ml in 1 Bottle",NA,"2019-2"
"65","Doxycycline Anhydrous","50 mg/1 mL","suspension","Atlas Pharmaceuticals, LLC(057234359)","240 Ml in 1 Bottle",NA,"2019-2"
"66","Doxycycline Hyclate","300 mg","tablet","Atlas Pharmaceuticals, LLC(057234359)","100 Tablet in 1 Bottle (71591-022-01)","71591-022-01","2019-2"
"67","Doxycycline Hyclate","150 mg","tablet","Atlas Pharmaceuticals, LLC(057234359)","100 Tablet in 1 Bottle",NA,"2019-2"
"68","Doxycycline Hyclate","125 mg","tablet","Atlas Pharmaceuticals, LLC(057234359)","100 Tablet in 1 Bottle",NA,"2019-2"
"69","Doxycycline Hyclate","25 mg","tablet","Atlas Pharmaceuticals, LLC(057234359)","100 Tablet in 1 Bottle",NA,"2019-2"
"70","Enrofloxacin","204 mg","tablet","Atlas Pharmaceuticals, LLC(057234359)","100 Tablet in 1 Bottle (71591-029-01)","71591-029-01","2019-2"
"71","Fluconazole","75 mg","tablet","Atlas Pharmaceuticals, LLC(057234359)","100 Tablet in 1 Bottle (71591-030-01)","71591-030-01","2019-2"
"72","Fluconazole","100 mg/1 mL","suspension","Atlas Pharmaceuticals, LLC(057234359)","240 Ml in 1 Bottle (71591-033-01)","71591-033-01","2019-2"
"73","Fluconazole","300 mg","tablet","Atlas Pharmaceuticals, LLC(057234359)","100 Tablet in 1 Bottle (71591-031-01)","71591-031-01","2019-2"
"74","Fluconazole","400 mg","tablet","Atlas Pharmaceuticals, LLC(057234359)","100 Tablet in 1 Bottle (71591-032-01)","71591-032-01","2019-2"
"75","Fluconazole","100 mg/1 mL","suspension","Atlas Pharmaceuticals, LLC(057234359)","100 Ml in 1 Bottle (71591-033-02)","71591-033-02","2019-2"
"76","Gabapentin","25 mg","tablet","Atlas Pharmaceuticals, LLC(057234359)","100 Tablet in 1 Bottle (71591-035-01)","71591-035-01","2019-2"
"77","Gabapentin","50 mg","tablet","Atlas Pharmaceuticals, LLC(057234359)","100 Tablet in 1 Bottle (71591-036-01)","71591-036-01","2019-2"
"78","Gabapentin","75 mg/1 mL","suspension","Atlas Pharmaceuticals, LLC(057234359)","240 Ml in 1 Bottle (71591-039-01)","71591-039-01","2019-2"
"79","Gabapentin","150 mg","tablet","Atlas Pharmaceuticals, LLC(057234359)","100 Tablet in 1 Bottle (71591-037-01)","71591-037-01","2019-2"
"80","Gabapentin","50 mg/1 mL","suspension","Atlas Pharmaceuticals, LLC(057234359)","100 Ml in 1 Bottle (71591-038-01)","71591-038-01","2019-2"
"81","Gabapentin","100 mg/1 mL","suspension","Atlas Pharmaceuticals, LLC(057234359)","100 Ml in 1 Bottle (71591-040-01)","71591-040-01","2019-2"
"82","Glycopyrrolate",".4 mg/1 mL","injection","Atlas Pharmaceuticals, LLC(057234359)","30 Ml in 1 Vial",NA,"2019-2"
"83","Ketoconazole; Amikacin Sulfate; Triamcinolone Acetonide","1 g/100 mL; .67 g/100 mL; .1 g/100 mL","ointment","Atlas Pharmaceuticals, LLC(057234359)","3 Ml in 1 Syringe",NA,"2019-2"
"84","Ketoconazole; Enrofloxacin; Triamcinolone Acetonide","1 g/100 mL; .23 g/100 mL; .1 g/100 mL","ointment","Atlas Pharmaceuticals, LLC(057234359)","3 Ml in 1 Syringe (71591-004-06)","71591-004-06","2019-2"
"85","Ketoconazole; Gentamicin Sulfate; Triamcinolone Acetonide","1 g/100 mL; .67 g/100 mL; .1 g/100 mL","ointment","Atlas Pharmaceuticals, LLC(057234359)","3 Ml in 1 Syringe",NA,"2019-2"
"86","Lidocaine Hydrochloride","20 mg/1 mL","injection","Atlas Pharmaceuticals, LLC(057234359)","30 Ml in 1 Vial, Multi-Dose (71591-002-30)","71591-002-30","2019-2"
"87","Lidocaine Hydrochloride","10 mg/1 mL","injection","Atlas Pharmaceuticals, LLC(057234359)","30 Ml in 1 Vial, Multi-Dose (71591-001-30)","71591-001-30","2019-2"
"88","Lidocaine; Tetracaine; Benzocaine","6 g/100 g; 4 g/100 g; 20 g/100 g","cream","Atlas Pharmaceuticals, LLC(057234359)","454 G in 1 Jar (71591-021-01)","71591-021-01","2019-2"
"89","Meloxicam","10 mg/1 mL","injection","Atlas Pharmaceuticals, LLC(057234359)","50 Ml in 1 Vial (71591-042-50)","71591-042-50","2019-2"
"90","Metronidazole","150 mg","tablet","Atlas Pharmaceuticals, LLC(057234359)","100 Tablet in 1 Bottle (71591-020-01)","71591-020-01","2019-2"
"91","Metronidazole Benzoate","80 mg/1 mL","suspension","Atlas Pharmaceuticals, LLC(057234359)","240 Ml in 1 Bottle",NA,"2019-2"
"92","Metronidazole Benzoate","160 mg/1 mL","suspension","Atlas Pharmaceuticals, LLC(057234359)","240 Ml in 1 Bottle",NA,"2019-2"
"93","Metronidazole Benzoate","50 mg/1 mL","suspension","Atlas Pharmaceuticals, LLC(057234359)","240 Ml in 1 Bottle (71591-009-01)","71591-009-01","2019-2"
"94","Metronidazole Benzoate","50 mg/1 mL","suspension","Atlas Pharmaceuticals, LLC(057234359)","240 Ml in 1 Bottle (71591-017-01)","71591-017-01","2019-2"
"95","Metronidazole Benzoate","100 mg/1 mL","suspension","Atlas Pharmaceuticals, LLC(057234359)","240 Ml in 1 Bottle (71591-016-01)","71591-016-01","2019-2"
"96","Metronidazole Benzoate","100 mg/1 mL","suspension","Atlas Pharmaceuticals, LLC(057234359)","240 Ml in 1 Bottle (71591-008-01)","71591-008-01","2019-2"
"97","Metronidazole Benzoate","40 mg","tablet","Atlas Pharmaceuticals, LLC(057234359)","100 Tablet in 1 Bottle (71591-019-01)","71591-019-01","2019-2"
"98","Metronidazole Benzoate","80 mg","tablet","Atlas Pharmaceuticals, LLC(057234359)","100 Tablet in 1 Bottle (71591-018-01)","71591-018-01","2019-2"
"99","Ponazuril","227 mg/1 mL","suspension","Atlas Pharmaceuticals, LLC(057234359)","60 Ml in 1 Bottle (71591-045-30)","71591-045-30","2019-2"
"100","Ponazuril","90 mg/1 mL","suspension","Atlas Pharmaceuticals, LLC(057234359)","60 Ml in 1 Bottle (71591-043-60)","71591-043-60","2019-2"
"101","Potassium Chloride","2 meq/1 mL","injection","Atlas Pharmaceuticals, LLC(057234359)","15 Ml in 1 Vial (71591-012-15)","71591-012-15","2019-2"
"102","Praziquantel; Pyrantel Pamoate; Mebendazole","22.7 mg; 65.376 mg; 50 mg","tablet","Atlas Pharmaceuticals, LLC(057234359)","100 Tablet in 1 Bottle, Plastic",NA,"2019-2"
"103","Praziquantel; Pyrantel Pamoate; Oxantel Pamoate","22.7 mg; 65.376 mg; 252 mg","tablet","Atlas Pharmaceuticals, LLC(057234359)","100 Tablet in 1 Bottle, Plastic",NA,"2019-2"
"104","Prednisolone","20 mg/1 mL","suspension","Atlas Pharmaceuticals, LLC(057234359)","240 Ml in 1 Bottle (71591-049-01)","71591-049-01","2019-2"
"105","Prednisolone","5 mg/1 mL","suspension","Atlas Pharmaceuticals, LLC(057234359)","240 Ml in 1 Bottle (71591-047-01)","71591-047-01","2019-2"
"106","Prednisolone","10 mg/1 mL","suspension","Atlas Pharmaceuticals, LLC(057234359)","120 Ml in 1 Bottle (71591-048-01)","71591-048-01","2019-2"
"107","Secnidazole","140 mg/1 mL","suspension","Atlas Pharmaceuticals, LLC(057234359)","30 Ml in 1 Bottle (71591-052-01)","71591-052-01","2019-2"
"108","Sodium Chloride","9 mg/1 mL","injection, solution, concentrate","Atlas Pharmaceuticals, LLC(057234359)","30 Ml in 1 Vial (71591-900-30)","71591-900-30","2019-2"
"109","Sodium Chloride","234 mg/1 mL","injection, solution, concentrate","Atlas Pharmaceuticals, LLC(057234359)","30 Ml in 1 Vial (71591-234-30)","71591-234-30","2019-2"
"110","Tramadol Hydrochloride","50 mg/1 mL","suspension","Atlas Pharmaceuticals, LLC(057234359)","60 Ml in 1 Bottle, Plastic",NA,"2019-2"
"111","Tramadol Hydrochloride","25 mg/1 mL","suspension","Atlas Pharmaceuticals, LLC(057234359)","60 Ml in 1 Bottle, Plastic (71591-025-60)","71591-025-60","2019-2"
"112","Tramadol Hydrochloride","25 mg/1 mL","suspension","Atlas Pharmaceuticals, LLC(057234359)","60 Ml in 1 Bottle, Plastic",NA,"2019-2"
"113","Ursodiol","300 mg","tablet","Atlas Pharmaceuticals, LLC(057234359)","100 Tablet in 1 Bottle",NA,"2019-2"
"114","Dexmedetomidine Hydrochloride",".1 mg/1 mL","injection","Atlas Pharmaceuticals, LLC(057234359)","5 Ml in 1 Vial",NA,"2020-1"
"115","Dextrose, Unspecified Form","50 g/50 mL","injection, solution","Atlas Pharmaceuticals, LLC(057234359)","50 Ml in 1 Vial, Single-Use",NA,"2020-1"
"116","Glycopyrrolate",".4 mg/1 mL","injection","Atlas Pharmaceuticals, LLC(057234359)","30 Ml in 1 Vial",NA,"2020-1"
"117","Glycopyrrolate",".2 mg/1 mL","injection","Atlas Pharmaceuticals, LLC(057234359)","20 Ml in 1 Vial",NA,"2020-1"
"118","Lidocaine Hydrochloride","20 mg/1 mL","injection","Atlas Pharmaceuticals, LLC(057234359)","30 Ml in 1 Vial, Multi-Dose (71591-002-30)","71591-002-30","2020-1"
"119","Lidocaine Hydrochloride","10 mg/1 mL","injection","Atlas Pharmaceuticals, LLC(057234359)","30 Ml in 1 Vial, Multi-Dose",NA,"2020-1"
"120","Lidocaine Hydrochloride","10 mg/1 mL","injection","Atlas Pharmaceuticals, LLC(057234359)","30 Ml in 1 Vial, Multi-Dose (71591-001-30)","71591-001-30","2020-1"
"121","Lidocaine Hydrochloride","20 mg/1 mL","injection","Atlas Pharmaceuticals, LLC(057234359)","30 Ml in 1 Vial, Multi-Dose",NA,"2020-1"
"122","Sodium Chloride","234 mg/1 mL","injection, solution, concentrate","Atlas Pharmaceuticals, LLC(057234359)","30 Ml in 1 Vial (71591-234-30)","71591-234-30","2020-1"
"123","Sodium Chloride","234 mg/1 mL","injection, solution, concentrate","Atlas Pharmaceuticals, LLC(057234359)","30 Ml in 1 Vial",NA,"2020-1"
"124","Sodium Chloride","9 mg/1 mL","injection, solution, concentrate","Atlas Pharmaceuticals, LLC(057234359)","30 Ml in 1 Vial (71591-900-30)","71591-900-30","2020-1"
"125","Sodium Chloride","9 mg/1 mL","injection, solution, concentrate","Atlas Pharmaceuticals, LLC(057234359)","30 Ml in 1 Vial",NA,"2020-1"
"126","Dexmedetomidine Hydrochloride","1 mg/1 mL","injection","Atlas Pharmaceuticals, LLC(057234359)","5 Ml in 1 Vial",NA,"2020-2"
"127","Dexmedetomidine Hydrochloride",".1 mg/1 mL","injection","Atlas Pharmaceuticals, LLC(057234359)","5 Ml in 1 Vial",NA,"2020-2"
"128","Lidocaine Hydrochloride","10 mg/1 mL","injection","Atlas Pharmaceuticals, LLC(057234359)","30 Ml in 1 Vial, Multi-Dose",NA,"2020-2"
"129","Lidocaine; Tetracaine; Benzocaine","6 g/100 g; 4 g/100 g; 20 g/100 g","cream","Atlas Pharmaceuticals, LLC(057234359)","454 G in 1 Jar",NA,"2020-2"
