"","Active Ingredients","Active Ingredients Info","Dosage","Estab. Name","Package Description","NDC Package Code","Report Year"
"11","Ephedrine Sulfate","5 mg/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","1 Carton in 1 Case (69374-901-10) > 5 Syringe, Plastic in 1 Carton > 5 Ml in 1 Syringe, Plastic","69374-901-10","2019-1"
"12","Ephedrine Sulfate","5 mg/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-901-05) > 5 Syringe, Plastic in 1 Carton > 5 Ml in 1 Syringe, Plastic","69374-901-05","2019-1"
"13","Epinephrine",".1 mg/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-925-10) > 5 Syringe, Plastic in 1 Carton > 10 Ml in 1 Syringe, Plastic","69374-925-10","2019-1"
"14","Fentanyl Citrate","50 ug/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-978-02) > 5 Syringe, Plastic in 1 Carton > 2 Ml in 1 Syringe, Plastic","69374-978-02","2019-1"
"15","Fentanyl Citrate","50 ug/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-996-05) > 5 Syringe, Plastic in 1 Carton > 5 Ml in 1 Syringe, Plastic","69374-996-05","2019-1"
"16","Glycopyrrolate",".2 mg/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-903-05) > 5 Syringe, Plastic in 1 Carton > 5 Ml in 1 Syringe, Plastic","69374-903-05","2019-1"
"17","Glycopyrrolate",".2 mg/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-903-03) > 5 Syringe, Plastic in 1 Carton > 3 Ml in 1 Syringe, Plastic","69374-903-03","2019-1"
"18","Hydromorphone Hydrochloride","1 mg/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-983-01) > 5 Syringe, Plastic in 1 Carton > 1 Ml in 1 Syringe, Plastic","69374-983-01","2019-1"
"19","Ketamine Hydrochloride","30 mg/3 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","5 Syringe, Plastic in 1 Case (69374-982-55) > 5 Ml in 1 Syringe, Plastic","69374-982-55","2019-1"
"20","Ketamine Hydrochloride","30 mg/3 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","5 Syringe, Plastic in 1 Case (69374-982-33) > 3 Ml in 1 Syringe, Plastic","69374-982-33","2019-1"
"21","Ketamine Hydrochloride","50 mg/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-511-01) > 5 Syringe, Plastic in 1 Carton > 1 Ml in 1 Syringe, Plastic","69374-511-01","2019-1"
"22","Ketamine Hydrochloride","60 mg/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-998-20) > 5 Syringe, Plastic in 1 Carton > 20 Ml in 1 Syringe, Plastic","69374-998-20","2019-1"
"23","Ketamine Hydrochloride","30 mg/3 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","5 Vial in 1 Case (69374-982-10) > 10 Ml in 1 Vial","69374-982-10","2019-1"
"24","Ketamine Hydrochloride","60 mg/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-522-20) > 5 Syringe, Plastic in 1 Carton > 20 Ml in 1 Syringe, Plastic","69374-522-20","2019-1"
"25","Ketamine Hydrochloride; Ketorolac; Bupivacaine Hydrochloride","60 mg/1 mL; 60 mg/1 mL; 150 mg/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-514-50) > 5 Syringe, Plastic in 1 Carton > 50 Ml in 1 Syringe, Plastic","69374-514-50","2019-1"
"26","Ketorolac Tromethamine","60 mg/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-999-20) > 5 Syringe, Plastic in 1 Carton > 20 Ml in 1 Syringe, Plastic","69374-999-20","2019-1"
"27","Ketorolac Tromethamine","60 mg/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","30 Vial, Plastic in 1 Carton (69374-990-32) > 2 Ml in 1 Vial, Plastic","69374-990-32","2019-1"
"28","Labetalol Hydrochloride","5 mg/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-946-04) > 5 Syringe, Plastic in 1 Carton > 4 Ml in 1 Syringe, Plastic","69374-946-04","2019-1"
"29","Lidocaine Hydrochloride","50 mg/5 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","5 Syringe, Plastic in 1 Case (69374-985-05) > 5 Ml in 1 Syringe, Plastic","69374-985-05","2019-1"
"30","Lidocaine Hydrochloride","20 mg/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-949-05) > 5 Syringe in 1 Carton > 5 Ml in 1 Syringe","69374-949-05","2019-1"
"31","Lysine Hydrochloride; Arginine Hydrochloride","5000 g/1 mL; 5000 g/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","2 Bag in 1 Case (69374-988-10) > 1000 Ml in 1 Bag","69374-988-10","2019-1"
"32","Morphine Sulfate","1 mg/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-979-02) > 5 Syringe, Plastic in 1 Carton > 2 Ml in 1 Syringe, Plastic","69374-979-02","2019-1"
"33","Neostigmine Methylsulfate","1 mg/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-942-04) > 5 Syringe, Plastic in 1 Carton > 4 Ml in 1 Syringe, Plastic","69374-942-04","2019-1"
"34","Neostigmine Methylsulfate","1 mg/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-922-03) > 5 Syringe, Plastic in 1 Carton > 2 Ml in 1 Syringe, Plastic","69374-922-03","2019-1"
"35","Neostigmine Methylsulfate","1 mg/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-932-33) > 5 Vial in 1 Carton > 3 Ml in 1 Vial","69374-932-33","2019-1"
"36","Neostigmine Methylsulfate","1 mg/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-932-03) > 5 Syringe, Plastic in 1 Carton > 3 Ml in 1 Syringe, Plastic","69374-932-03","2019-1"
"37","Neostigmine Methylsulfate","1 mg/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-902-05) > 5 Syringe, Plastic in 1 Carton > 5 Ml in 1 Syringe, Plastic","69374-902-05","2019-1"
"38","Ondansetron","4 mg/2 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Syringe, Plastic in 1 Case (69374-986-02) > 2 Ml in 1 Syringe, Plastic","69374-986-02","2019-1"
"39","Ondansetron","16 mg/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-500-50) > 5 Syringe, Plastic in 1 Carton > 50 Ml in 1 Syringe, Plastic","69374-500-50","2019-1"
"40","Phenylephrine Hydrochloride","40 ug/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-044-10) > 5 Syringe, Plastic in 1 Carton > 10 Ml in 1 Syringe, Plastic","69374-044-10","2019-1"
"41","Phenylephrine Hydrochloride","100 ug/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-957-10) > 5 Syringe, Plastic in 1 Carton > 10 Ml in 1 Syringe, Plastic","69374-957-10","2019-1"
"42","Phenylephrine Hydrochloride","80 ug/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-956-10) > 5 Syringe, Plastic in 1 Carton > 10 Ml in 1 Syringe, Plastic","69374-956-10","2019-1"
"43","Phenylephrine Hydrochloride",".4 mg/10 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-955-10) > 5 Syringe, Plastic in 1 Carton > 10 Ml in 1 Syringe, Plastic","69374-955-10","2019-1"
"44","Potassium Chloride","2 meq/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","64 Bag in 1 Bag (69374-976-21) > 1 Bag in 1 Bag > 100 Ml in 1 Bag","69374-976-21","2019-1"
"45","Potassium Chloride","2 meq/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-958-05) > 5 Syringe, Plastic in 1 Carton > 5 Ml in 1 Syringe, Plastic","69374-958-05","2019-1"
"46","Potassium Chloride; Sodium Bicarbonate; Lidocaine Hydrochloride","2.19 g/1 mL; 1.04 g/1 mL; 123 mg/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","4 Bag in 1 Case (69374-984-10) > 1000 Ml in 1 Bag","69374-984-10","2019-1"
"47","Rocuronium Bromide","10 mg/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-924-05) > 5 Syringe, Plastic in 1 Carton > 5 Ml in 1 Syringe, Plastic","69374-924-05","2019-1"
"48","Rocuronium Bromide","10 mg/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-510-75) > 5 Syringe, Plastic in 1 Carton > 7.5 Ml in 1 Syringe, Plastic","69374-510-75","2019-1"
"49","Ropivacaine Hydrochloride","200 mg/100 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","64 Bag in 1 Case (69374-987-10) > 100 Ml in 1 Bag","69374-987-10","2019-1"
"50","Ropivacaine Hydrochloride; Ketorolac Tromethamine; Clonidine Hydrochloride","123 mg/1 mL; 15 mg/1 mL; .04 mg/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","5 Syringe, Plastic in 1 Carton (69374-515-50) > 50 Ml in 1 Syringe, Plastic","69374-515-50","2019-1"
"51","Sodium Bicarbonate","84 mg/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-964-10) > 5 Syringe, Plastic in 1 Carton > 10 Ml in 1 Syringe, Plastic","69374-964-10","2019-1"
"52","Sodium Bicarbonate","4.2 g/50 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-962-50) > 5 Syringe, Plastic in 1 Carton > 50 Ml in 1 Syringe, Plastic","69374-962-50","2019-1"
"53","Sodium Bicarbonate","84 mg/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-914-50) > 5 Syringe, Plastic in 1 Carton > 50 Ml in 1 Syringe, Plastic","69374-914-50","2019-1"
"54","Sodium Chloride",".009 g/100 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","35 Bag in 1 Bag (69374-968-25) > 1 Bag in 1 Bag > 250 Ml in 1 Bag","69374-968-25","2019-1"
"55","Sodium Chloride",".009 g/100 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","64 Bag in 1 Bag (69374-968-10) > 1 Bag in 1 Bag > 100 Ml in 1 Bag","69374-968-10","2019-1"
"56","Sodium Chloride",".009 g/50 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","64 Bag in 1 Bag (69374-967-50) > 1 Bag in 1 Bag > 50 Ml in 1 Bag","69374-967-50","2019-1"
"57","Sodium Citrate","40 mg/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-906-05) > 5 Syringe, Plastic in 1 Carton > 5 Ml in 1 Syringe, Plastic","69374-906-05","2019-1"
"58","Succinylcholine Chloride Dihydrate","20 mg/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-920-05) > 5 Syringe, Plastic in 1 Carton > 5 Ml in 1 Syringe, Plastic","69374-920-05","2019-1"
"59","Succinylcholine Chloride Dihydrate","20 mg/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-919-10) > 5 Syringe, Plastic in 1 Carton > 10 Ml in 1 Syringe, Plastic","69374-919-10","2019-1"
"60","Trisodium Citrate Dihydrate","5.3 g/1 L","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","2 Bag in 1 Bag (69374-910-04) > 1 Bag in 1 Bag > 4 L in 1 Bag","69374-910-04","2019-1"
"61","Atropine",".4 mg/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-935-03) > 5 Syringe, Plastic in 1 Carton > 3 Ml in 1 Syringe, Plastic","69374-935-03","2019-2"
"62","Bupivacaine Hydrochloride","75 mg/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-993-30) > 5 Syringe, Plastic in 1 Carton > 30 Ml in 1 Syringe, Plastic","69374-993-30","2019-2"
"63","Bupivacaine Hydrochloride","1.25 mg/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Syringe, Plastic in 1 Case (69374-970-50) > 50 Ml in 1 Syringe, Plastic","69374-970-50","2019-2"
"64","Bupivacaine Hydrochloride; Dextrose","15 mg/1 mL; 165 mg/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-994-02) > 5 Syringe, Plastic in 1 Carton > 2 Ml in 1 Syringe, Plastic","69374-994-02","2019-2"
"65","Bupivacaine Hydrochloride; Epinephrine","150 mg/1 mL; 50 ug/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-501-20) > 5 Syringe, Plastic in 1 Carton > 20 Ml in 1 Syringe, Plastic","69374-501-20","2019-2"
"66","Calcium Chloride","1000 mg/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-913-10) > 5 Syringe, Plastic in 1 Carton > 10 Ml in 1 Syringe, Plastic","69374-913-10","2019-2"
"67","Calcium Gluconate","100 mg/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-950-10) > 5 Syringe, Plastic in 1 Carton > 10 Ml in 1 Syringe, Plastic","69374-950-10","2019-2"
"68","Dextrose Monohydrate",".5 g/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-953-50) > 5 Syringe, Plastic in 1 Carton > 50 Ml in 1 Syringe, Plastic","69374-953-50","2019-2"
"69","Diazepam","5 mg/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","30 Carton in 1 Case (69374-965-32) > 30 Vial, Plastic in 1 Carton > 2 Ml in 1 Vial, Plastic","69374-965-32","2019-2"
"70","Diazepam","5 mg/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-965-02) > 5 Syringe, Plastic in 1 Carton > 2 Ml in 1 Syringe, Plastic","69374-965-02","2019-2"
"71","Diltiazem Hydrochloride","25 mg/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-989-05) > 5 Syringe, Plastic in 1 Carton > 5 Ml in 1 Syringe, Plastic","69374-989-05","2019-2"
"72","Ephedrine Sulfate","5 mg/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","1 Carton in 1 Case (69374-901-10) > 5 Syringe, Plastic in 1 Carton > 5 Ml in 1 Syringe, Plastic","69374-901-10","2019-2"
"73","Ephedrine Sulfate","5 mg/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-901-05) > 5 Syringe, Plastic in 1 Carton > 5 Ml in 1 Syringe, Plastic","69374-901-05","2019-2"
"74","Epinephrine","1 mg/10 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-925-10) > 5 Syringe, Plastic in 1 Carton > 10 Ml in 1 Syringe, Plastic","69374-925-10","2019-2"
"75","Fentanyl Citrate","10 ug/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","10 Bag in 1 Case (69374-523-25) > 250 Ml in 1 Bag","69374-523-25","2019-2"
"76","Fentanyl Citrate","50 ug/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-996-05) > 5 Syringe, Plastic in 1 Carton > 5 Ml in 1 Syringe, Plastic","69374-996-05","2019-2"
"77","Fentanyl Citrate","50 ug/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-978-02) > 5 Syringe, Plastic in 1 Carton > 2 Ml in 1 Syringe, Plastic","69374-978-02","2019-2"
"78","Fentanyl Citrate; Bupivacaine Hydrochloride","2 ug/1 mL; 625.3 ug/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","10 Bag in 1 Case (69374-525-25) > 250 Ml in 1 Bag","69374-525-25","2019-2"
"79","Fentanyl Citrate; Bupivacaine Hydrochloride","500 ug/250 mL; 312.5 mg/250 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","10 Bag in 1 Case (69374-530-25) > 250 Ml in 1 Bag","69374-530-25","2019-2"
"80","Fentanyl Citrate; Ropivacaine Hydrochloride","2 ug/1 mL; 1 mg/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","10 Bag in 1 Case (69374-526-20) > 200 Ml in 1 Bag","69374-526-20","2019-2"
"81","Glycopyrrolate",".2 mg/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-903-03) > 5 Syringe, Plastic in 1 Carton > 3 Ml in 1 Syringe, Plastic","69374-903-03","2019-2"
"82","Glycopyrrolate",".2 mg/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-903-05) > 5 Syringe, Plastic in 1 Carton > 5 Ml in 1 Syringe, Plastic","69374-903-05","2019-2"
"83","Hydromorphone Hydrochloride",".2 mg/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-529-50) > 5 Syringe, Plastic in 1 Carton > 50 Ml in 1 Syringe, Plastic","69374-529-50","2019-2"
"84","Hydromorphone Hydrochloride","1 mg/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-983-30) > 5 Syringe, Plastic in 1 Carton > 30 Ml in 1 Syringe, Plastic","69374-983-30","2019-2"
"85","Hydromorphone Hydrochloride","1 mg/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-983-01) > 5 Syringe, Plastic in 1 Carton > 1 Ml in 1 Syringe, Plastic","69374-983-01","2019-2"
"86","Hydromorphone Hydrochloride","1 mg/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-983-50) > 5 Syringe, Plastic in 1 Carton > 50 Ml in 1 Syringe, Plastic","69374-983-50","2019-2"
"87","Hydromorphone Hydrochloride",".2 mg/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-529-30) > 5 Syringe, Plastic in 1 Carton > 30 Ml in 1 Syringe, Plastic","69374-529-30","2019-2"
"88","Ketamine Hydrochloride","60 mg/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-522-20) > 5 Syringe, Plastic in 1 Carton > 20 Ml in 1 Syringe, Plastic","69374-522-20","2019-2"
"89","Ketamine Hydrochloride","60 mg/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-998-20) > 5 Syringe, Plastic in 1 Carton > 20 Ml in 1 Syringe, Plastic","69374-998-20","2019-2"
"90","Ketamine Hydrochloride","50 mg/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-511-01) > 5 Syringe, Plastic in 1 Carton > 1 Ml in 1 Syringe, Plastic","69374-511-01","2019-2"
"91","Ketamine Hydrochloride",".6 mg/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-513-50) > 5 Syringe, Plastic in 1 Carton > 50 Ml in 1 Syringe, Plastic","69374-513-50","2019-2"
"92","Ketamine Hydrochloride","30 mg/3 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","5 Syringe, Plastic in 1 Case (69374-982-55) > 5 Ml in 1 Syringe, Plastic","69374-982-55","2019-2"
"93","Ketamine Hydrochloride","30 mg/3 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","5 Syringe, Plastic in 1 Case (69374-982-33) > 3 Ml in 1 Syringe, Plastic","69374-982-33","2019-2"
"94","Ketamine Hydrochloride","30 mg/3 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","5 Vial in 1 Case (69374-982-10) > 10 Ml in 1 Vial","69374-982-10","2019-2"
"95","Ketamine Hydrochloride; Ketorolac; Bupivacaine Hydrochloride","60 mg/1 mL; 60 mg/1 mL; 150 mg/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-514-50) > 5 Syringe, Plastic in 1 Carton > 50 Ml in 1 Syringe, Plastic","69374-514-50","2019-2"
"96","Ketorolac Tromethamine","60 mg/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","30 Carton in 1 Case (69374-990-31) > 30 Vial, Plastic in 1 Carton > 1 Ml in 1 Vial, Plastic","69374-990-31","2019-2"
"97","Ketorolac Tromethamine","60 mg/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-999-20) > 5 Syringe, Plastic in 1 Carton > 20 Ml in 1 Syringe, Plastic","69374-999-20","2019-2"
"98","Ketorolac Tromethamine","60 mg/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","30 Vial, Plastic in 1 Carton (69374-990-32) > 2 Ml in 1 Vial, Plastic","69374-990-32","2019-2"
"99","Labetalol Hydrochloride","5 mg/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-946-04) > 5 Syringe, Plastic in 1 Carton > 4 Ml in 1 Syringe, Plastic","69374-946-04","2019-2"
"100","Lidocaine Hydrochloride","20 mg/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-949-05) > 5 Syringe in 1 Carton > 5 Ml in 1 Syringe","69374-949-05","2019-2"
"101","Lidocaine Hydrochloride","750 mg/250 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","10 Bag in 1 Case (69374-512-25) > 250 Ml in 1 Bag","69374-512-25","2019-2"
"102","Lidocaine Hydrochloride","9 mg/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-947-01) > 5 Syringe, Glass in 1 Carton > 1 Ml in 1 Syringe, Glass","69374-947-01","2019-2"
"103","Lidocaine Hydrochloride","50 mg/5 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","5 Syringe, Plastic in 1 Case (69374-985-05) > 5 Ml in 1 Syringe, Plastic","69374-985-05","2019-2"
"104","Lysine Hydrochloride; Arginine Hydrochloride","5000 g/1 mL; 5000 g/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","2 Bag in 1 Case (69374-988-10) > 1000 Ml in 1 Bag","69374-988-10","2019-2"
"105","Morphine Sulfate","1 mg/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-979-30) > 5 Syringe, Plastic in 1 Carton > 30 Ml in 1 Syringe, Plastic","69374-979-30","2019-2"
"106","Morphine Sulfate","1 mg/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-979-50) > 5 Syringe, Plastic in 1 Carton > 50 Ml in 1 Syringe, Plastic","69374-979-50","2019-2"
"107","Morphine Sulfate","1 mg/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-979-02) > 5 Syringe, Plastic in 1 Carton > 2 Ml in 1 Syringe, Plastic","69374-979-02","2019-2"
"108","Neostigmine Methylsulfate","1 mg/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-932-33) > 5 Vial in 1 Carton > 3 Ml in 1 Vial","69374-932-33","2019-2"
"109","Neostigmine Methylsulfate","1 mg/1 mL","injection, solution","Nephron Sterile Compounding Center, LLC(079468792)","6 Carton in 1 Case (69374-922-03) > 5 Syringe, Plastic in 1 Carton > 2 Ml in 1 Syringe, Plastic","69374-922-03","2019-2"
