"","Active Ingredients","Active Ingredients Info","Dosage","Estab. Name","Package Description","NDC Package Code","Report Year"
"41","Triamcinolone Acetonide","40 mg/1 mL","injection","JCB Laboratories LLC(177167470)","2 Ml in 1 Vial (71266-1070-2)","71266-1070-2","2019-1"
"42","Trisodium Citrate Dihydrate","40 mg/1 mL","injection","JCB Laboratories LLC(177167470)","30 Ml in 1 Vial (71266-6630-1)","71266-6630-1","2019-1"
"43","Trisodium Citrate Dihydrate; Gentamicin Sulfate","40 mg/1 mL; .32 mg/1 mL","injection","JCB Laboratories LLC(177167470)","30 Ml in 1 Vial (71266-6660-1)","71266-6660-1","2019-1"
"44","Tropicamide; Cyclopentolate Hydrochloride; Phenylephrine Hydrochloride","3.3 mg/1 mL; 3.3 mg/1 mL; 8.3 mg/1 mL","solution","JCB Laboratories LLC(177167470)","5 Ml in 1 Bottle, Dropper (71266-8190-5)","71266-8190-5","2019-1"
"45","Tropicamide; Cyclopentolate Hydrochloride; Phenylephrine Hydrochloride","3.3 mg/1 mL; 3.3 mg/1 mL; 8.3 mg/1 mL","solution","JCB Laboratories LLC(177167470)",".5 Ml in 1 Bottle, Dropper (71266-8190-1)","71266-8190-1","2019-1"
"46","Vancomycin Hydrochloride","10 mg/1 mL","injection","JCB Laboratories LLC(177167470)","1 Ml in 1 Syringe (71266-8585-1)","71266-8585-1","2019-1"
"47","Vancomycin Hydrochloride","10 mg/1 mL","injection","JCB Laboratories LLC(177167470)",".25 Ml in 1 Syringe (71266-8585-2)","71266-8585-2","2019-1"
"48","Betamethasone Sodium Phosphate","6 mg/1 mL","injection","JCB Laboratories LLC(177167470)","1 Ml in 1 Vial (71266-1015-1)","71266-1015-1","2019-2"
"49","Betamethasone Sodium Phosphate","6 mg/1 mL","injection","JCB Laboratories LLC(177167470)","2 Ml in 1 Vial (71266-1015-2)","71266-1015-2","2019-2"
"50","Bevacizumab","2.5 mg/.1 mL","injection","JCB Laboratories LLC(177167470)",".15 Ml in 1 Syringe (71266-8005-1)","71266-8005-1","2019-2"
"51","Bevacizumab","2.5 mg/.1 mL","injection","JCB Laboratories LLC(177167470)",".11 Ml in 1 Syringe (71266-8005-2)","71266-8005-2","2019-2"
"52","Dexamethasone Sodium Phosphate","10 mg/1 mL","injection","JCB Laboratories LLC(177167470)","2 Ml in 1 Vial (71266-1040-2)","71266-1040-2","2019-2"
"53","Dexamethasone Sodium Phosphate","4 mg/1 mL","injection","JCB Laboratories LLC(177167470)","2 Ml in 1 Vial (71266-1050-2)","71266-1050-2","2019-2"
"54","Ephedrine Sulfate","5 mg/1 mL","injection","JCB Laboratories LLC(177167470)","5 Ml in 1 Syringe (71266-9026-1)","71266-9026-1","2019-2"
"55","Ephedrine Sulfate","10 mg/1 mL","injection","JCB Laboratories LLC(177167470)","5 Ml in 1 Syringe (71266-9025-5)","71266-9025-5","2019-2"
"56","Epinephrine","1 mg/1 mL","injection","JCB Laboratories LLC(177167470)","1 Ml in 1 Syringe (71266-8110-1)","71266-8110-1","2019-2"
"57","Epinephrine; Lidocaine Hydrochloride; Tetracaine Hydrochloride",".5 mg/1 mL; 40 mg/1 mL; 5 mg/1 mL","solution","JCB Laboratories LLC(177167470)","3 Ml in 1 Syringe (71266-6276-3)","71266-6276-3","2019-2"
"58","Iohexol","240 mg/1 mL","injection","JCB Laboratories LLC(177167470)","5 Ml in 1 Vial (71266-6477-5)","71266-6477-5","2019-2"
"59","Iohexol","300 mg/1 mL","injection","JCB Laboratories LLC(177167470)","3 Ml in 1 Vial (71266-6478-3)","71266-6478-3","2019-2"
"60","Ketorolac Tromethamine; Phenylephrine Hydrochloride; Tropicamide; Cyclopentolate Hydrochloride","5 mg/1 mL; 25 mg/1 mL; 10 mg/1 mL; 10 mg/1 mL","solution","JCB Laboratories LLC(177167470)","5 Ml in 1 Bottle, Dropper (71266-8230-5)","71266-8230-5","2019-2"
"61","Ketorolac Tromethamine; Phenylephrine Hydrochloride; Tropicamide; Cyclopentolate Hydrochloride","5 mg/1 mL; 25 mg/1 mL; 10 mg/1 mL; 10 mg/1 mL","solution","JCB Laboratories LLC(177167470)",".5 Ml in 1 Syringe (71266-8230-1)","71266-8230-1","2019-2"
"62","Ketorolac Tromethamine; Phenylephrine Hydrochloride; Tropicamide; Cyclopentolate Hydrochloride","5 mg/1 mL; 100 mg/1 mL; 10 mg/1 mL; 10 mg/1 mL","solution","JCB Laboratories LLC(177167470)","5 Ml in 1 Bottle, Dropper (71266-8231-5)","71266-8231-5","2019-2"
"63","Ketorolac Tromethamine; Phenylephrine Hydrochloride; Tropicamide; Cyclopentolate Hydrochloride","5 mg/1 mL; 100 mg/1 mL; 10 mg/1 mL; 10 mg/1 mL","solution","JCB Laboratories LLC(177167470)",".5 Ml in 1 Syringe (71266-8231-1)","71266-8231-1","2019-2"
"64","Methylprednisolone Acetate","80 mg/1 mL","injection","JCB Laboratories LLC(177167470)","1 Ml in 1 Vial (71266-1065-1)","71266-1065-1","2019-2"
"65","Mitomycin",".5 mg/1 mL","irrigant","JCB Laboratories LLC(177167470)","1 Syringe in 1 Package (71266-6412-2) > 40 Ml in 1 Syringe (71266-6412-1)","71266-6412-2","2019-2"
"66","Mitomycin",".4 mg/1 mL","injection","JCB Laboratories LLC(177167470)","1 Ml in 1 Syringe (71266-8515-1)","71266-8515-1","2019-2"
"67","Mitomycin",".2 mg/1 mL","injection","JCB Laboratories LLC(177167470)","1 Ml in 1 Syringe (71266-8475-1)","71266-8475-1","2019-2"
"68","Mitomycin",".3 mg/1 mL","injection","JCB Laboratories LLC(177167470)","1 Ml in 1 Syringe (71266-8510-1)","71266-8510-1","2019-2"
"69","Moxifloxacin Hydrochloride","1 mg/1 mL","injection","JCB Laboratories LLC(177167470)",".3 Ml in 1 Syringe (71266-8603-1)","71266-8603-1","2019-2"
"70","Moxifloxacin Hydrochloride","5 mg/1 mL","solution","JCB Laboratories LLC(177167470)",".3 Ml in 1 Syringe (71266-8602-1)","71266-8602-1","2019-2"
"71","Phenol","60 mg/1 mL","injection","JCB Laboratories LLC(177167470)","10 Ml in 1 Vial (71266-6509-1)","71266-6509-1","2019-2"
"72","Phenylephrine Hydrochloride","15 mg/1 mL","injection","JCB Laboratories LLC(177167470)","1 Ml in 1 Syringe (71266-8526-1)","71266-8526-1","2019-2"
"73","Phenylephrine Hydrochloride; Lidocaine Hydrochloride","15 mg/1 mL; 10 mg/1 mL","injection","JCB Laboratories LLC(177167470)","1 Ml in 1 Syringe (71266-6350-1)","71266-6350-1","2019-2"
"74","Phenylephrine Hydrochloride; Tropicamide; Cyclopentolate Hydrochloride","25 mg/1 mL; 10 mg/1 mL; 10 mg/1 mL","solution","JCB Laboratories LLC(177167470)","5 Ml in 1 Bottle, Dropper (71266-8210-5)","71266-8210-5","2019-2"
"75","Phenylephrine Hydrochloride; Tropicamide; Cyclopentolate Hydrochloride","25 mg/1 mL; 10 mg/1 mL; 10 mg/1 mL","solution","JCB Laboratories LLC(177167470)",".5 Ml in 1 Syringe (71266-8210-1)","71266-8210-1","2019-2"
"76","Povidone-Iodine","50 mg/1 mL","solution","JCB Laboratories LLC(177167470)","1 Ml in 1 Syringe (71266-6535-1)","71266-6535-1","2019-2"
"77","Triamcinolone Acetonide","40 mg/1 mL","injection","JCB Laboratories LLC(177167470)","2 Ml in 1 Vial (71266-1070-2)","71266-1070-2","2019-2"
"78","Triamcinolone Acetonide","40 mg/1 mL","injection","JCB Laboratories LLC(177167470)","1 Ml in 1 Vial (71266-1070-1)","71266-1070-1","2019-2"
"79","Trisodium Citrate Dihydrate","40 mg/1 mL","injection","JCB Laboratories LLC(177167470)","30 Ml in 1 Vial (71266-6630-1)","71266-6630-1","2019-2"
"80","Trisodium Citrate Dihydrate; Gentamicin Sulfate","40 mg/1 mL; .32 mg/1 mL","injection","JCB Laboratories LLC(177167470)","30 Ml in 1 Vial (71266-6660-1)","71266-6660-1","2019-2"
"81","Tropicamide; Ketorolac Tromethamine; Proparacaine Hydrochloride; Cyclopentolate Hydrochloride; Phenylephrine Hydrochloride","10 mg/1 mL; 4 mg/1 mL; 1 mg/1 mL; 10 mg/1 mL; 25 mg/1 mL","solution","JCB Laboratories LLC(177167470)","5 Ml in 1 Bottle, Dropper (71266-8220-5)","71266-8220-5","2019-2"
"82","Tropicamide; Ketorolac Tromethamine; Proparacaine Hydrochloride; Cyclopentolate Hydrochloride; Phenylephrine Hydrochloride","10 mg/1 mL; 4 mg/1 mL; 1 mg/1 mL; 10 mg/1 mL; 25 mg/1 mL","solution","JCB Laboratories LLC(177167470)",".5 Ml in 1 Syringe (71266-8220-1)","71266-8220-1","2019-2"
"83","Vancomycin Hydrochloride","10 mg/1 mL","injection","JCB Laboratories LLC(177167470)","1 Ml in 1 Syringe (71266-8585-1)","71266-8585-1","2019-2"
"84","Betamethasone Sodium Phosphate","6 mg/1 mL","injection","JCB Laboratories LLC(177167470)","1 Ml in 1 Vial (71266-1015-1)","71266-1015-1","2020-1"
"85","Betamethasone Sodium Phosphate","6 mg/1 mL","injection","JCB Laboratories LLC(177167470)","2 Ml in 1 Vial (71266-1015-2)","71266-1015-2","2020-1"
"86","Bevacizumab","2.5 mg/.1 mL","injection","JCB Laboratories LLC(177167470)",".15 Ml in 1 Syringe (71266-8005-1)","71266-8005-1","2020-1"
"87","Bevacizumab","2.5 mg/.1 mL","injection","JCB Laboratories LLC(177167470)",".11 Ml in 1 Syringe (71266-8005-2)","71266-8005-2","2020-1"
"88","Dexamethasone Sodium Phosphate","10 mg/1 mL","injection","JCB Laboratories LLC(177167470)","2 Ml in 1 Vial (71266-1040-2)","71266-1040-2","2020-1"
"89","Dexamethasone Sodium Phosphate","4 mg/1 mL","injection","JCB Laboratories LLC(177167470)","2 Ml in 1 Vial (71266-1050-2)","71266-1050-2","2020-1"
"90","Ephedrine Sulfate","5 mg/1 mL","injection","JCB Laboratories LLC(177167470)","5 Ml in 1 Syringe (71266-9026-1)","71266-9026-1","2020-1"
"91","Ephedrine Sulfate","10 mg/1 mL","injection","JCB Laboratories LLC(177167470)","5 Ml in 1 Syringe (71266-9025-5)","71266-9025-5","2020-1"
"92","Epinephrine","1 mg/1 mL","injection","JCB Laboratories LLC(177167470)","1 Ml in 1 Syringe (71266-8110-1)","71266-8110-1","2020-1"
"93","Epinephrine; Lidocaine Hydrochloride; Tetracaine Hydrochloride",".5 mg/1 mL; 40 mg/1 mL; 5 mg/1 mL","solution","JCB Laboratories LLC(177167470)","3 Ml in 1 Syringe (71266-6276-3)","71266-6276-3","2020-1"
"94","Iohexol","240 mg/1 mL","injection","JCB Laboratories LLC(177167470)","5 Ml in 1 Vial (71266-6477-5)","71266-6477-5","2020-1"
"95","Iohexol","300 mg/1 mL","injection","JCB Laboratories LLC(177167470)","3 Ml in 1 Vial (71266-6478-3)","71266-6478-3","2020-1"
"96","Ketorolac Tromethamine; Phenylephrine Hydrochloride; Tropicamide; Cyclopentolate Hydrochloride","5 mg/1 mL; 25 mg/1 mL; 10 mg/1 mL; 10 mg/1 mL","solution","JCB Laboratories LLC(177167470)",".5 Ml in 1 Syringe (71266-8230-1)","71266-8230-1","2020-1"
"97","Ketorolac Tromethamine; Phenylephrine Hydrochloride; Tropicamide; Cyclopentolate Hydrochloride","5 mg/1 mL; 100 mg/1 mL; 10 mg/1 mL; 10 mg/1 mL","solution","JCB Laboratories LLC(177167470)","5 Ml in 1 Bottle, Dropper (71266-8231-5)","71266-8231-5","2020-1"
"98","Ketorolac Tromethamine; Phenylephrine Hydrochloride; Tropicamide; Cyclopentolate Hydrochloride","5 mg/1 mL; 25 mg/1 mL; 10 mg/1 mL; 10 mg/1 mL","solution","JCB Laboratories LLC(177167470)","5 Ml in 1 Bottle, Dropper (71266-8230-5)","71266-8230-5","2020-1"
"99","Ketorolac Tromethamine; Phenylephrine Hydrochloride; Tropicamide; Cyclopentolate Hydrochloride","5 mg/1 mL; 100 mg/1 mL; 10 mg/1 mL; 10 mg/1 mL","solution","JCB Laboratories LLC(177167470)",".5 Ml in 1 Syringe (71266-8231-1)","71266-8231-1","2020-1"
"100","Methylprednisolone Acetate","80 mg/1 mL","injection","JCB Laboratories LLC(177167470)","1 Ml in 1 Vial (71266-1065-1)","71266-1065-1","2020-1"
"101","Mitomycin",".2 mg/1 mL","injection","JCB Laboratories LLC(177167470)","1 Ml in 1 Syringe (71266-8475-1)","71266-8475-1","2020-1"
"102","Mitomycin",".3 mg/1 mL","injection","JCB Laboratories LLC(177167470)","1 Ml in 1 Syringe (71266-8510-1)","71266-8510-1","2020-1"
"103","Mitomycin",".5 mg/1 mL","irrigant","JCB Laboratories LLC(177167470)","1 Syringe in 1 Package (71266-6412-2) > 40 Ml in 1 Syringe (71266-6412-1)","71266-6412-2","2020-1"
"104","Mitomycin",".4 mg/1 mL","injection","JCB Laboratories LLC(177167470)","1 Ml in 1 Syringe (71266-8515-1)","71266-8515-1","2020-1"
"105","Moxifloxacin Hydrochloride","1 mg/1 mL","injection","JCB Laboratories LLC(177167470)",".3 Ml in 1 Syringe (71266-8603-1)","71266-8603-1","2020-1"
"106","Moxifloxacin Hydrochloride","5 mg/1 mL","solution","JCB Laboratories LLC(177167470)",".3 Ml in 1 Syringe (71266-8602-1)","71266-8602-1","2020-1"
"107","Phenol","60 mg/1 mL","injection","JCB Laboratories LLC(177167470)","10 Ml in 1 Vial (71266-6509-1)","71266-6509-1","2020-1"
"108","Phenylephrine Hydrochloride","15 mg/1 mL","injection","JCB Laboratories LLC(177167470)","1 Ml in 1 Syringe (71266-8526-1)","71266-8526-1","2020-1"
"109","Phenylephrine Hydrochloride; Lidocaine Hydrochloride","15 mg/1 mL; 10 mg/1 mL","injection","JCB Laboratories LLC(177167470)","1 Ml in 1 Syringe (71266-6350-1)","71266-6350-1","2020-1"
"110","Phenylephrine Hydrochloride; Tropicamide; Cyclopentolate Hydrochloride","25 mg/1 mL; 10 mg/1 mL; 10 mg/1 mL","solution","JCB Laboratories LLC(177167470)",".5 Ml in 1 Syringe (71266-8210-1)","71266-8210-1","2020-1"
"111","Phenylephrine Hydrochloride; Tropicamide; Cyclopentolate Hydrochloride","25 mg/1 mL; 10 mg/1 mL; 10 mg/1 mL","solution","JCB Laboratories LLC(177167470)","5 Ml in 1 Bottle, Dropper (71266-8210-5)","71266-8210-5","2020-1"
"112","Povidone-Iodine","50 mg/1 mL","solution","JCB Laboratories LLC(177167470)","1 Ml in 1 Syringe (71266-6535-1)","71266-6535-1","2020-1"
"113","Triamcinolone Acetonide","40 mg/1 mL","injection","JCB Laboratories LLC(177167470)","1 Ml in 1 Vial (71266-1070-1)","71266-1070-1","2020-1"
"114","Triamcinolone Acetonide","40 mg/1 mL","injection","JCB Laboratories LLC(177167470)","2 Ml in 1 Vial (71266-1070-2)","71266-1070-2","2020-1"
"115","Trisodium Citrate Dihydrate","40 mg/1 mL","injection","JCB Laboratories LLC(177167470)","30 Ml in 1 Vial (71266-6630-1)","71266-6630-1","2020-1"
"116","Trisodium Citrate Dihydrate; Gentamicin Sulfate","40 mg/1 mL; .32 mg/1 mL","injection","JCB Laboratories LLC(177167470)","30 Ml in 1 Vial (71266-6660-1)","71266-6660-1","2020-1"
"117","Tropicamide; Ketorolac Tromethamine; Proparacaine Hydrochloride; Cyclopentolate Hydrochloride; Phenylephrine Hydrochloride","10 mg/1 mL; 4 mg/1 mL; 1 mg/1 mL; 10 mg/1 mL; 25 mg/1 mL","solution","JCB Laboratories LLC(177167470)","5 Ml in 1 Bottle, Dropper (71266-8220-5)","71266-8220-5","2020-1"
"118","Tropicamide; Ketorolac Tromethamine; Proparacaine Hydrochloride; Cyclopentolate Hydrochloride; Phenylephrine Hydrochloride","10 mg/1 mL; 4 mg/1 mL; 1 mg/1 mL; 10 mg/1 mL; 25 mg/1 mL","solution","JCB Laboratories LLC(177167470)",".5 Ml in 1 Syringe (71266-8220-1)","71266-8220-1","2020-1"
"119","Vancomycin Hydrochloride","10 mg/1 mL","injection","JCB Laboratories LLC(177167470)","1 Ml in 1 Syringe (71266-8585-1)","71266-8585-1","2020-1"
"120","Betamethasone Sodium Phosphate","6 mg/1 mL","injection","JCB Laboratories LLC(177167470)","2 Ml in 1 Vial (71266-1015-2)","71266-1015-2","2020-2"
"121","Betamethasone Sodium Phosphate","6 mg/1 mL","injection","JCB Laboratories LLC(177167470)","1 Ml in 1 Vial (71266-1015-1)","71266-1015-1","2020-2"
"122","Bevacizumab","2.5 mg/.1 mL","injection","JCB Laboratories LLC(177167470)",".15 Ml in 1 Syringe (71266-8005-1)","71266-8005-1","2020-2"
"123","Bevacizumab","2.5 mg/.1 mL","injection","JCB Laboratories LLC(177167470)",".11 Ml in 1 Syringe (71266-8005-2)","71266-8005-2","2020-2"
"124","Dexamethasone Sodium Phosphate","10 mg/1 mL","injection","JCB Laboratories LLC(177167470)","2 Ml in 1 Vial (71266-1040-2)","71266-1040-2","2020-2"
"125","Dexamethasone Sodium Phosphate","4 mg/1 mL","injection","JCB Laboratories LLC(177167470)","2 Ml in 1 Vial (71266-1050-2)","71266-1050-2","2020-2"
"126","Ephedrine Sulfate","10 mg/1 mL","injection","JCB Laboratories LLC(177167470)","5 Ml in 1 Syringe (71266-9025-5)","71266-9025-5","2020-2"
"127","Epinephrine","1 mg/1 mL","injection","JCB Laboratories LLC(177167470)","1 Ml in 1 Syringe (71266-8110-1)","71266-8110-1","2020-2"
"128","Epinephrine; Lidocaine Hydrochloride; Tetracaine Hydrochloride",".5 mg/1 mL; 40 mg/1 mL; 5 mg/1 mL","solution","JCB Laboratories LLC(177167470)","3 Ml in 1 Syringe (71266-6276-3)","71266-6276-3","2020-2"
"129","Iohexol","300 mg/1 mL","injection","JCB Laboratories LLC(177167470)","3 Ml in 1 Vial (71266-6478-3)","71266-6478-3","2020-2"
"130","Iohexol","240 mg/1 mL","injection","JCB Laboratories LLC(177167470)","5 Ml in 1 Vial (71266-6477-5)","71266-6477-5","2020-2"
"131","Ketorolac Tromethamine; Phenylephrine Hydrochloride; Tropicamide; Cyclopentolate Hydrochloride","5 mg/1 mL; 100 mg/1 mL; 10 mg/1 mL; 10 mg/1 mL","solution","JCB Laboratories LLC(177167470)",".5 Ml in 1 Syringe (71266-8231-1)","71266-8231-1","2020-2"
"132","Ketorolac Tromethamine; Phenylephrine Hydrochloride; Tropicamide; Cyclopentolate Hydrochloride","5 mg/1 mL; 25 mg/1 mL; 10 mg/1 mL; 10 mg/1 mL","solution","JCB Laboratories LLC(177167470)",".5 Ml in 1 Syringe (71266-8230-1)","71266-8230-1","2020-2"
"133","Ketorolac Tromethamine; Phenylephrine Hydrochloride; Tropicamide; Cyclopentolate Hydrochloride","5 mg/1 mL; 100 mg/1 mL; 10 mg/1 mL; 10 mg/1 mL","solution","JCB Laboratories LLC(177167470)","5 Ml in 1 Bottle, Dropper (71266-8231-5)","71266-8231-5","2020-2"
"134","Ketorolac Tromethamine; Phenylephrine Hydrochloride; Tropicamide; Cyclopentolate Hydrochloride","5 mg/1 mL; 25 mg/1 mL; 10 mg/1 mL; 10 mg/1 mL","solution","JCB Laboratories LLC(177167470)","5 Ml in 1 Bottle, Dropper (71266-8230-5)","71266-8230-5","2020-2"
