"","Active Ingredients","Active Ingredients Info","Dosage","Estab. Name","Package Description","NDC Package Code","Report Year"
"49","Glycopyrrolate",".2 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","5 Ml in 1 Syringe, Plastic (61141-1373-5)","61141-1373-5","2019-2"
"50","Hydromorphone Hydrochloride",".2 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","30 Ml in 1 Syringe, Plastic",NA,"2019-2"
"51","Iopamidol","408 mg/1 mL","injection","Medi-Fare Drug(091326520)","1 Ml in 1 Vial, Single-Dose (61141-1326-1)","61141-1326-1","2019-2"
"52","Isoproterenol Hydrochloride",".008 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","250 Ml in 1 Bag (61141-1838-1)","61141-1838-1","2019-2"
"53","Lidocaine Hydrochloride","10 mg/1 mL","injection","Medi-Fare Drug(091326520)","5 Ml in 1 Vial, Glass",NA,"2019-2"
"54","Midazolam","1 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","55 Ml in 1 Syringe, Plastic",NA,"2019-2"
"55","Midazolam","1 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","50 Ml in 1 Bag (61141-1337-1)","61141-1337-1","2019-2"
"56","Midazolam","1 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","100 Ml in 1 Bag",NA,"2019-2"
"57","Morphine Sulfate","1 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","30 Ml in 1 Syringe, Plastic",NA,"2019-2"
"58","Neostigmine Methylsulfate","1 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","5 Ml in 1 Syringe, Plastic",NA,"2019-2"
"59","Nitroglycerin","100 ug/1 mL","injection, solution","Medi-Fare Drug(091326520)","10 Ml in 1 Vial, Single-Dose (61141-4834-1)","61141-4834-1","2019-2"
"60","Phenol","50 mg/1 mL","injection","Medi-Fare Drug(091326520)","9 Ml in 1 Vial, Glass (61141-1635-1)","61141-1635-1","2019-2"
"61","Phenylephrine Hydrochloride","100 ug/1 mL","injection, solution","Medi-Fare Drug(091326520)","10 Ml in 1 Syringe, Plastic (61141-4813-1)","61141-4813-1","2019-2"
"62","Polidocanol","3.5 mg/1 mL","injection","Medi-Fare Drug(091326520)","30 Ml in 1 Vial, Multi-Dose",NA,"2019-2"
"63","Polidocanol","20 mg/1 mL","injection","Medi-Fare Drug(091326520)","30 Ml in 1 Vial, Multi-Dose",NA,"2019-2"
"64","Polidocanol","7 mg/1 mL","injection","Medi-Fare Drug(091326520)","30 Ml in 1 Vial, Multi-Dose",NA,"2019-2"
"65","Potassium Chloride","2 meq/1 mL","injection, solution, concentrate","Medi-Fare Drug(091326520)","20 Ml in 1 Syringe, Plastic (61141-1355-2)","61141-1355-2","2019-2"
"66","Povidone-Iodine","50 mg/1 mL","solution/ drops","Medi-Fare Drug(091326520)",".4 Ml in 1 Syringe, Plastic (61141-4538-4)","61141-4538-4","2019-2"
"67","Proparacaine Hydrochloride","5 mg/1 mL","solution/ drops","Medi-Fare Drug(091326520)",".4 Ml in 1 Syringe, Plastic (61141-4536-4)","61141-4536-4","2019-2"
"68","Ropivacaine Hydrochloride","5 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","10 Ml in 1 Syringe, Plastic (61141-1370-5)","61141-1370-5","2019-2"
"69","Sodium Chloride","234 mg/1 mL","injection, solution, concentrate","Medi-Fare Drug(091326520)","30 Ml in 1 Vial, Glass",NA,"2019-2"
"70","Sodium Phosphate, Dibasic, Heptahydrate; Sodium Phosphate, Monobasic, Monohydrate","268 mg/1 mL; 276 mg/1 mL","injection, solution, concentrate","Medi-Fare Drug(091326520)","50 Ml in 1 Vial, Pharmacy Bulk Package",NA,"2019-2"
"71","Succinylcholine Chloride","20 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","10 Ml in 1 Syringe, Plastic (61141-1351-1)","61141-1351-1","2019-2"
"72","Vancomycin Hydrochloride","1 mg/.1 mL","injection","Medi-Fare Drug(091326520)",".5 Ml in 1 Syringe, Plastic",NA,"2019-2"
"73","Atropine Sulfate",".4 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","2.5 Ml in 1 Syringe, Plastic",NA,"2020-1"
"74","Betamethasone Sodium Phosphate","12 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","2 Ml in 1 Vial, Single-Use",NA,"2020-1"
"75","Betamethasone Sodium Phosphate; Betamethasone Acetate","3 mg/1 mL; 3 mg/1 mL","injection, suspension","Medi-Fare Drug(091326520)","2 Ml in 1 Vial, Single-Use (61141-4795-2)","61141-4795-2","2020-1"
"76","Bupivacaine Hydrochloride; Fentanyl Citrate","1.25 mg/1 mL; 2 ug/1 mL","injection, solution","Medi-Fare Drug(091326520)","150 Ml in 1 Bag (61141-4837-1)","61141-4837-1","2020-1"
"77","Cefuroxime Sodium","1 mg/.1 mL","injection","Medi-Fare Drug(091326520)",".3 Ml in 1 Syringe, Plastic (61141-4535-3)","61141-4535-3","2020-1"
"78","Ephedrine Sulfate","5 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","10 Ml in 1 Syringe, Plastic",NA,"2020-1"
"79","Ephedrine Sulfate","10 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","5 Ml in 1 Syringe, Plastic (61141-1350-5)","61141-1350-5","2020-1"
"80","Ephedrine Sulfate","5 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","5 Ml in 1 Syringe, Plastic (61141-1374-5)","61141-1374-5","2020-1"
"81","Esmolol Hydrochloride","10 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","500 Ml in 1 Bag",NA,"2020-1"
"82","Fentanyl Citrate","10 ug/1 mL","injection, solution","Medi-Fare Drug(091326520)","250 Ml in 1 Bag (61141-1318-1)","61141-1318-1","2020-1"
"83","Fentanyl Citrate; Bupivacaine Hydrochloride","5 ug/1 mL; .625 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","150 Ml in 1 Bag",NA,"2020-1"
"84","Fentanyl Citrate; Bupivacaine Hydrochloride","2 ug/1 mL; 1 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","150 Ml in 1 Bag (61141-4836-1)","61141-4836-1","2020-1"
"85","Glycopyrrolate",".2 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","5 Ml in 1 Syringe, Plastic (61141-1373-5)","61141-1373-5","2020-1"
"86","Hydromorphone Hydrochloride",".2 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","30 Ml in 1 Syringe, Plastic",NA,"2020-1"
"87","Iopamidol","408 mg/1 mL","injection","Medi-Fare Drug(091326520)","1 Ml in 1 Vial, Single-Dose (61141-1326-1)","61141-1326-1","2020-1"
"88","Isoproterenol Hydrochloride",".008 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","250 Ml in 1 Bag (61141-1383-1)","61141-1383-1","2020-1"
"89","Lidocaine Hydrochloride","10 mg/1 mL","injection","Medi-Fare Drug(091326520)","5 Ml in 1 Vial, Glass",NA,"2020-1"
"90","Midazolam","1 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","100 Ml in 1 Bag",NA,"2020-1"
"91","Midazolam","1 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","50 Ml in 1 Bag (61141-1337-1)","61141-1337-1","2020-1"
"92","Midazolam","1 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","55 Ml in 1 Syringe, Plastic",NA,"2020-1"
"93","Morphine Sulfate","1 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","30 Ml in 1 Syringe, Plastic",NA,"2020-1"
"94","Neostigmine Methylsulfate","1 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","5 Ml in 1 Syringe, Plastic",NA,"2020-1"
"95","Nitroglycerin","100 ug/1 mL","injection, solution","Medi-Fare Drug(091326520)","10 Ml in 1 Vial, Single-Dose (61141-4834-1)","61141-4834-1","2020-1"
"96","Phenol","50 mg/1 mL","injection","Medi-Fare Drug(091326520)","9 Ml in 1 Vial, Glass (61141-1635-1)","61141-1635-1","2020-1"
"97","Phenylephrine Hydrochloride","100 ug/1 mL","injection, solution","Medi-Fare Drug(091326520)","10 Ml in 1 Syringe, Plastic (61141-1418-1)","61141-1418-1","2020-1"
"98","Polidocanol","20 mg/1 mL","injection","Medi-Fare Drug(091326520)","30 Ml in 1 Vial, Multi-Dose",NA,"2020-1"
"99","Polidocanol","7 mg/1 mL","injection","Medi-Fare Drug(091326520)","30 Ml in 1 Vial, Multi-Dose",NA,"2020-1"
"100","Polidocanol","3.5 mg/1 mL","injection","Medi-Fare Drug(091326520)","30 Ml in 1 Vial, Multi-Dose",NA,"2020-1"
"101","Potassium Chloride","2 meq/1 mL","injection, solution, concentrate","Medi-Fare Drug(091326520)","20 Ml in 1 Syringe, Plastic (61141-1355-2)","61141-1355-2","2020-1"
"102","Povidone-Iodine","50 mg/1 mL","solution/ drops","Medi-Fare Drug(091326520)",".4 Ml in 1 Syringe, Plastic (61141-4538-4)","61141-4538-4","2020-1"
"103","Proparacaine Hydrochloride","5 mg/1 mL","solution/ drops","Medi-Fare Drug(091326520)",".4 Ml in 1 Syringe, Plastic (61141-4536-4)","61141-4536-4","2020-1"
"104","Ropivacaine Hydrochloride","5 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","10 Ml in 1 Syringe, Plastic (61141-1370-5)","61141-1370-5","2020-1"
"105","Sodium Chloride","234 mg/1 mL","injection, solution, concentrate","Medi-Fare Drug(091326520)","30 Ml in 1 Vial, Glass",NA,"2020-1"
"106","Sodium Phosphate, Dibasic, Heptahydrate; Sodium Phosphate, Monobasic, Monohydrate","268 mg/1 mL; 276 mg/1 mL","injection, solution, concentrate","Medi-Fare Drug(091326520)","50 Ml in 1 Vial, Pharmacy Bulk Package",NA,"2020-1"
"107","Succinylcholine Chloride","20 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","10 Ml in 1 Syringe, Plastic (61141-1351-1)","61141-1351-1","2020-1"
"108","Vancomycin Hydrochloride","1 mg/.1 mL","injection","Medi-Fare Drug(091326520)",".5 Ml in 1 Syringe, Plastic",NA,"2020-1"
"109","Betamethasone Sodium Phosphate; Betamethasone Acetate","3 mg/1 mL; 3 mg/1 mL","injection, suspension","Medi-Fare Drug(091326520)","2 Ml in 1 Vial, Single-Use (61141-4795-2)","61141-4795-2","2020-2"
"110","Bupivacaine Hydrochloride; Fentanyl Citrate","1.25 mg/1 mL; 2 ug/1 mL","injection, solution","Medi-Fare Drug(091326520)","150 Ml in 1 Bag (61141-4837-1)","61141-4837-1","2020-2"
"111","Cefuroxime Sodium","1 mg/.1 mL","injection","Medi-Fare Drug(091326520)",".3 Ml in 1 Syringe, Plastic (61141-4535-3)","61141-4535-3","2020-2"
"112","Ephedrine Sulfate","10 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","5 Ml in 1 Syringe, Plastic (61141-1350-5)","61141-1350-5","2020-2"
"113","Ephedrine Sulfate","5 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","5 Ml in 1 Syringe, Plastic (61141-1374-5)","61141-1374-5","2020-2"
"114","Esmolol Hydrochloride","10 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","500 Ml in 1 Bag (61141-1367-5)","61141-1367-5","2020-2"
"115","Fentanyl Citrate","10 ug/1 mL","injection, solution","Medi-Fare Drug(091326520)","250 Ml in 1 Bag (61141-1318-1)","61141-1318-1","2020-2"
"116","Fentanyl Citrate; Bupivacaine Hydrochloride","2 ug/1 mL; 1 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","150 Ml in 1 Bag (61141-4836-1)","61141-4836-1","2020-2"
"117","Glycopyrrolate",".2 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","5 Ml in 1 Syringe, Plastic",NA,"2020-2"
"118","Iopamidol","408 mg/1 mL","injection","Medi-Fare Drug(091326520)","1 Ml in 1 Vial, Single-Dose (61141-1326-1)","61141-1326-1","2020-2"
"119","Midazolam","1 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","100 Ml in 1 Bag",NA,"2020-2"
"120","Midazolam","1 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","50 Ml in 1 Bag (61141-1337-1)","61141-1337-1","2020-2"
"121","Neostigmine Methylsulfate","1 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","5 Ml in 1 Syringe, Plastic (61141-1372-5)","61141-1372-5","2020-2"
"122","Nitroglycerin","100 ug/1 mL","injection, solution","Medi-Fare Drug(091326520)","10 Ml in 1 Vial, Single-Dose (61141-4834-1)","61141-4834-1","2020-2"
"123","Phenylephrine Hydrochloride","100 ug/1 mL","injection, solution","Medi-Fare Drug(091326520)","10 Ml in 1 Syringe, Plastic (61141-1418-1)","61141-1418-1","2020-2"
"124","Povidone-Iodine","50 mg/1 mL","solution/ drops","Medi-Fare Drug(091326520)",".4 Ml in 1 Syringe, Plastic (61141-4538-4)","61141-4538-4","2020-2"
"125","Proparacaine Hydrochloride","5 mg/1 mL","solution/ drops","Medi-Fare Drug(091326520)",".4 Ml in 1 Syringe, Plastic (61141-4536-4)","61141-4536-4","2020-2"
"126","Ropivacaine Hydrochloride","5 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","10 Ml in 1 Syringe, Plastic (61141-1370-5)","61141-1370-5","2020-2"
"127","Succinylcholine Chloride","20 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","10 Ml in 1 Syringe, Plastic (61141-1351-1)","61141-1351-1","2020-2"
