"Active Ingredients","Active Ingredients Info","Dosage","Estab. Name","Package Description","NDC Package Code","Report Year"
"Lidocaine Hydrochloride; Tetracaine Hydrochloride; Prilocaine Hydrochloride","100 mg/1 g; 40 mg/1 g; 100 mg/1 g","gel","RAM Pharma, Inc.(079866136)","100 G in 1 Jar",NA,"2019-1"
"Lidocaine Hydrochloride; Tetracaine Hydrochloride; Prilocaine Hydrochloride","100 mg/1 g; 40 mg/1 g; 100 mg/1 g","gel","RAM Pharma, Inc.(079866136)","50 G in 1 Jar",NA,"2019-1"
"Lidocaine; Tetracaine",".23 g/1 g; .07 g/1 g","ointment","RAM Pharma, Inc.(079866136)","360 G in 1 Jar",NA,"2019-1"
"Lidocaine; Tetracaine",".23 g/1 g; .07 g/1 g","ointment","RAM Pharma, Inc.(079866136)","120 G in 1 Jar",NA,"2019-1"
"Methylcobalamin","5 mg/1 mL","injection, solution","RAM Pharma, Inc.(079866136)","30 Ml in 1 Vial, Glass",NA,"2019-1"
"Neomycin Sulfate; Polymyxin B Sulfate; Dexamethasone","3.5 mg/1 g; 10000 U/1 g; 1 mg/1 g","ointment","RAM Pharma, Inc.(079866136)",".1 G in 1 Syringe, Plastic",NA,"2019-1"
"Phenylephrine Hydrochloride, (+/-)","100 ug/1 mL","injection, solution","RAM Pharma, Inc.(079866136)","5 Ml in 1 Syringe, Plastic",NA,"2019-1"
"Podophyllum Resin; Cantharidin; Salicylic Acid","50 mg/1 mL; 10 mg/1 mL; 300 mg/1 mL","solution","RAM Pharma, Inc.(079866136)","2 Ml in 1 Bottle, Glass",NA,"2019-1"
"Ranibizumab",".5 mg/.05 mL","injection, solution","RAM Pharma, Inc.(079866136)","1 Syringe, Plastic in 1 Bag > .05 Ml in 1 Syringe, Plastic",NA,"2019-1"
"Tetracaine Hydrochloride","40 mg/1 mL","solution","RAM Pharma, Inc.(079866136)","100 Ml in 1 Bottle, Plastic",NA,"2019-1"
"Vancomycin Hydrochloride","1000 ug/.1 mL","injection, solution","RAM Pharma, Inc.(079866136)","1 Syringe, Plastic in 1 Bag > .1 Ml in 1 Syringe, Plastic",NA,"2019-1"
"Aflibercept","2 mg/.05 mL","injection, solution","RAM Pharma, Inc.(079866136)","1 Syringe, Plastic in 1 Bag > .05 Ml in 1 Syringe, Plastic",NA,"2019-2"
"Benzocaine","95 mg/1 g","paste","RAM Pharma, Inc.(079866136)","480 G in 1 Jar",NA,"2019-2"
"Benzocaine; Lidocaine Hydrochloride; Tetracaine Hydrochloride",".2 g/1 g; .06 g/1 g; .04 g/1 g","cream","RAM Pharma, Inc.(079866136)","240 G in 1 Jar",NA,"2019-2"
"Benzocaine; Lidocaine Hydrochloride; Tetracaine Hydrochloride",".12 g/1 g; .04 g/1 g; .08 g/1 g","cream","RAM Pharma, Inc.(079866136)","240 G in 1 Jar",NA,"2019-2"
"Benzocaine; Lidocaine Hydrochloride; Tetracaine Hydrochloride",".2 g/1 g; .06 g/1 g; .04 g/1 g","cream","RAM Pharma, Inc.(079866136)","450 G in 1 Jar",NA,"2019-2"
"Benzocaine; Lidocaine; Tetracaine",".2 g/1 g; .06 g/1 g; .04 g/1 g","gel","RAM Pharma, Inc.(079866136)","100 G in 1 Jar",NA,"2019-2"
"Benzocaine; Lidocaine; Tetracaine",".2 g/1 g; .06 g/1 g; .04 g/1 g","gel","RAM Pharma, Inc.(079866136)","50 G in 1 Jar",NA,"2019-2"
"Benzocaine; Lidocaine; Tetracaine",".2 g/1 g; .06 g/1 g; .04 g/1 g","gel","RAM Pharma, Inc.(079866136)","240 G in 1 Jar",NA,"2019-2"
"Betamethasone Acetate; Betamethasone Sodium Phosphate","3 mg/1 mL; 3 mg/1 mL","injection, suspension","RAM Pharma, Inc.(079866136)","2 Ml in 1 Vial, Glass",NA,"2019-2"
"Bevacizumab","1.25 mg/.05 mL","injection, solution","RAM Pharma, Inc.(079866136)","1 Syringe, Plastic in 1 Bag > .05 Ml in 1 Syringe, Plastic",NA,"2019-2"
"Brolucizumab","6 mg/.05 mL","injection, solution","RAM Pharma, Inc.(079866136)","1 Syringe, Plastic in 1 Bag > .05 Ml in 1 Syringe, Plastic",NA,"2019-2"
"Cantharidin","7 mg/1 mL","solution","RAM Pharma, Inc.(079866136)","7.5 Ml in 1 Bottle",NA,"2019-2"
"Cantharidin","10 mg/1 mL","solution","RAM Pharma, Inc.(079866136)","10 Ml in 1 Bottle",NA,"2019-2"
"Ceftazidime","2250 ug/.1 mL","injection, solution","RAM Pharma, Inc.(079866136)","1 Syringe, Plastic in 1 Bag > .1 Ml in 1 Syringe, Plastic",NA,"2019-2"
"Chlorhexidine Gluconate","2.4 mg/1 mL","solution","RAM Pharma, Inc.(079866136)","480 Ml in 1 Bottle, Plastic",NA,"2019-2"
"Dexamethasone Sodium Phosphate","400 ug/.1 mL","injection, solution","RAM Pharma, Inc.(079866136)","1 Syringe, Plastic in 1 Bag > .1 Ml in 1 Syringe, Plastic",NA,"2019-2"
"Dexamethasone Sodium Phosphate","200 ug/.05 mL","injection, solution","RAM Pharma, Inc.(079866136)","1 Syringe, Plastic in 1 Bag > .05 Ml in 1 Syringe, Plastic",NA,"2019-2"
"Dexamethasone Sodium Phosphate","400 ng/1 mL","injection, solution","RAM Pharma, Inc.(079866136)","1 Syringe, Plastic in 1 Bag > 1 Ml in 1 Syringe, Plastic",NA,"2019-2"
"Dexamethasone Sodium Phosphate","24 mg/1 mL","injection, solution","RAM Pharma, Inc.(079866136)","1 Syringe, Plastic in 1 Bag > 1 Ml in 1 Syringe, Plastic",NA,"2019-2"
"Dexpanthenol","250 mg/1 mL","injection, solution","RAM Pharma, Inc.(079866136)","30 Ml in 1 Vial, Glass",NA,"2019-2"
"Diphenhydramine Hydrochloride","25 mg/1 mL","injection, solution","RAM Pharma, Inc.(079866136)","1 Syringe, Plastic in 1 Bag > 1 Ml in 1 Syringe, Plastic",NA,"2019-2"
"Doxycycline Hyclate","20 ug/1 mL","injection, solution","RAM Pharma, Inc.(079866136)","1 Syringe, Plastic in 1 Bag > 1 Ml in 1 Syringe, Plastic",NA,"2019-2"
"Dyclonine Hydrochloride","10 mg/1 mL","solution","RAM Pharma, Inc.(079866136)","100 Ml in 1 Bottle, Plastic",NA,"2019-2"
"Ephedrine Sulfate","5 mg/1 mL","injection, solution","RAM Pharma, Inc.(079866136)","5 Ml in 1 Syringe, Plastic",NA,"2019-2"
"Epinephrine","10 ug/1 mL","injection, solution","RAM Pharma, Inc.(079866136)","5 Ml in 1 Syringe, Plastic",NA,"2019-2"
"Labetalol Hydrochloride","5 mg/1 mL","injection, solution","RAM Pharma, Inc.(079866136)","800 Ml in 1 Bag",NA,"2019-2"
"Lidocaine Hydrochloride","20 mg/1 mL","injection, solution","RAM Pharma, Inc.(079866136)","30 Ml in 1 Vial, Glass",NA,"2019-2"
"Lidocaine Hydrochloride","10 mg/1 mL","injection, solution","RAM Pharma, Inc.(079866136)","1000 Ml in 1 Bag",NA,"2019-2"
"Lidocaine Hydrochloride; Epinephrine","7.5 mg/1 mL; .25 mg/1 mL","injection, solution","RAM Pharma, Inc.(079866136)","1 Ml in 1 Vial, Glass",NA,"2019-2"
"Lidocaine Hydrochloride; Phenylephrine Hydrochloride","40 mg/1 mL; 40 mg/1 mL","solution","RAM Pharma, Inc.(079866136)","480 Ml in 1 Bottle, Plastic",NA,"2019-2"
"Lidocaine Hydrochloride; Phenylephrine Hydrochloride","10 mg/1 mL; 15 mg/1 mL","injection, solution","RAM Pharma, Inc.(079866136)","1 Ml in 1 Vial, Glass",NA,"2019-2"
"Lidocaine Hydrochloride; Prilocaine Hydrochloride; Tetracaine Hydrochloride; Phenylephrine Hydrochloride","100 mg/1 g; 100 mg/1 g; 40 mg/1 g; 20 mg/1 g","gel","RAM Pharma, Inc.(079866136)","34 G in 1 Jar",NA,"2019-2"
"Lidocaine Hydrochloride; Prilocaine Hydrochloride; Tetracaine Hydrochloride; Phenylephrine Hydrochloride","100 mg/1 g; 100 mg/1 g; 40 mg/1 g; 20 mg/1 g","gel","RAM Pharma, Inc.(079866136)","225 G in 1 Jar",NA,"2019-2"
"Lidocaine Hydrochloride; Prilocaine Hydrochloride; Tetracaine Hydrochloride; Phenylephrine Hydrochloride","100 mg/1 g; 100 mg/1 g; 40 mg/1 g; 20 mg/1 g","gel","RAM Pharma, Inc.(079866136)","50 G in 1 Jar",NA,"2019-2"
"Lidocaine Hydrochloride; Tetracaine Hydrochloride",".23 g/1 g; .07 g/1 g","cream","RAM Pharma, Inc.(079866136)","120 G in 1 Jar",NA,"2019-2"
"Lidocaine Hydrochloride; Tetracaine Hydrochloride; Epinephrine Bitartrate",".04 g/1 g; 5 mg/1 g; .5 mg/1 g","gel","RAM Pharma, Inc.(079866136)","3 G in 1 Syringe, Plastic",NA,"2019-2"
"Lidocaine Hydrochloride; Tetracaine Hydrochloride; Epinephrine Bitartrate",".04 g/1 g; 5 mg/1 g; .5 mg/1 g","gel","RAM Pharma, Inc.(079866136)","1 G in 1 Syringe, Plastic",NA,"2019-2"
"Lidocaine Hydrochloride; Tetracaine Hydrochloride; Phenylephrine Hydrochloride","200 mg/1 g; 40 mg/1 g; 20 mg/1 g","gel","RAM Pharma, Inc.(079866136)","30 G in 1 Jar",NA,"2019-2"
"Lidocaine Hydrochloride; Tetracaine Hydrochloride; Prilocaine Hydrochloride","100 mg/1 g; 40 mg/1 g; 100 mg/1 g","gel","RAM Pharma, Inc.(079866136)","100 G in 1 Jar",NA,"2019-2"
"Lidocaine Hydrochloride; Tetracaine Hydrochloride; Prilocaine Hydrochloride","100 mg/1 g; 40 mg/1 g; 100 mg/1 g","gel","RAM Pharma, Inc.(079866136)","50 G in 1 Jar",NA,"2019-2"
"Lidocaine; Tetracaine",".23 g/1 g; .07 g/1 g","ointment","RAM Pharma, Inc.(079866136)","360 G in 1 Jar",NA,"2019-2"
"Lidocaine; Tetracaine",".23 g/1 g; .07 g/1 g","ointment","RAM Pharma, Inc.(079866136)","120 G in 1 Jar",NA,"2019-2"
"Methylcobalamin","5 mg/1 mL","injection, solution","RAM Pharma, Inc.(079866136)","30 Ml in 1 Vial, Glass",NA,"2019-2"
"Neomycin Sulfate; Polymyxin B Sulfate; Dexamethasone","3.5 mg/1 g; 10000 U/1 g; 1 mg/1 g","ointment","RAM Pharma, Inc.(079866136)",".1 G in 1 Syringe, Plastic",NA,"2019-2"
"Phenylephrine Hydrochloride, (+/-)","100 ug/1 mL","injection, solution","RAM Pharma, Inc.(079866136)","5 Ml in 1 Syringe, Plastic",NA,"2019-2"
"Podophyllum Resin; Cantharidin; Salicylic Acid","50 mg/1 mL; 10 mg/1 mL; 300 mg/1 mL","solution","RAM Pharma, Inc.(079866136)","2 Ml in 1 Bottle, Glass",NA,"2019-2"
"Procaine Hydrochloride","20 mg/1 mL","injection, solution","RAM Pharma, Inc.(079866136)","10 Ml in 1 Vial, Glass",NA,"2019-2"
"Ranibizumab",".5 mg/.05 mL","injection, solution","RAM Pharma, Inc.(079866136)","1 Syringe, Plastic in 1 Bag > .05 Ml in 1 Syringe, Plastic",NA,"2019-2"
"Squaric Acid Dibutyl Ester","20 mg/1 mL","solution","RAM Pharma, Inc.(079866136)","10 Ml in 1 Bottle",NA,"2019-2"
"Tetracaine Hydrochloride","40 mg/1 mL","solution","RAM Pharma, Inc.(079866136)","100 Ml in 1 Bottle, Plastic",NA,"2019-2"
"Vancomycin Hydrochloride","1000 ug/.1 mL","injection, solution","RAM Pharma, Inc.(079866136)","1 Syringe, Plastic in 1 Bag > .1 Ml in 1 Syringe, Plastic",NA,"2019-2"
"Aflibercept","2 mg/.05 mL","injection, solution","RAM Pharma, Inc.(079866136)","1 Syringe, Plastic in 1 Bag > .05 Ml in 1 Syringe, Plastic",NA,"2020-1"
"Benzocaine; Lidocaine Hydrochloride; Tetracaine Hydrochloride",".2 g/1 g; .06 g/1 g; .04 g/1 g","cream","RAM Pharma, Inc.(079866136)","240 G in 1 Jar",NA,"2020-1"
"Benzocaine; Lidocaine Hydrochloride; Tetracaine Hydrochloride",".12 g/1 g; .04 g/1 g; .08 g/1 g","cream","RAM Pharma, Inc.(079866136)","240 G in 1 Jar",NA,"2020-1"
"Benzocaine; Lidocaine Hydrochloride; Tetracaine Hydrochloride",".2 g/1 g; .06 g/1 g; .04 g/1 g","cream","RAM Pharma, Inc.(079866136)","50 G in 1 Jar",NA,"2020-1"
"Betamethasone Acetate; Betamethasone Sodium Phosphate","3 mg/1 mL; 3 mg/1 mL","injection, suspension","RAM Pharma, Inc.(079866136)","2 Ml in 1 Vial, Glass",NA,"2020-1"
"Bevacizumab","1.25 mg/.05 mL","injection, solution","RAM Pharma, Inc.(079866136)","1 Syringe, Plastic in 1 Bag > .05 Ml in 1 Syringe, Plastic",NA,"2020-1"
"Brolucizumab","6 mg/.05 mL","injection, solution","RAM Pharma, Inc.(079866136)","1 Syringe, Plastic in 1 Bag > .025 Ml in 1 Syringe, Plastic",NA,"2020-1"
"Brolucizumab","6 mg/.05 mL","injection, solution","RAM Pharma, Inc.(079866136)","1 Syringe, Plastic in 1 Bag > .05 Ml in 1 Syringe, Plastic",NA,"2020-1"
"Cantharidin","7 mg/1 mL","solution","RAM Pharma, Inc.(079866136)","7.5 Ml in 1 Bottle",NA,"2020-1"
"Ceftazidime","2250 ug/.1 mL","injection, solution","RAM Pharma, Inc.(079866136)","1 Syringe, Plastic in 1 Bag > .1 Ml in 1 Syringe, Plastic",NA,"2020-1"
"Dexamethasone Sodium Phosphate","400 ug/.1 mL","injection, solution","RAM Pharma, Inc.(079866136)","1 Syringe, Plastic in 1 Bag > .1 Ml in 1 Syringe, Plastic",NA,"2020-1"
"Dexamethasone Sodium Phosphate","200 ug/.05 mL","injection, solution","RAM Pharma, Inc.(079866136)","1 Syringe, Plastic in 1 Bag > .05 Ml in 1 Syringe, Plastic",NA,"2020-1"
"Dexamethasone Sodium Phosphate","400 ng/1 mL","injection, solution","RAM Pharma, Inc.(079866136)","1 Syringe, Plastic in 1 Bag > 1 Ml in 1 Syringe, Plastic",NA,"2020-1"
"Dexpanthenol","250 mg/1 mL","injection, solution","RAM Pharma, Inc.(079866136)","30 Ml in 1 Vial, Glass",NA,"2020-1"
"Doxycycline Hyclate","20 ug/1 mL","injection, solution","RAM Pharma, Inc.(079866136)","1 Syringe, Plastic in 1 Bag > 1 Ml in 1 Syringe, Plastic",NA,"2020-1"
"Dyclonine Hydrochloride","10 mg/1 mL","solution","RAM Pharma, Inc.(079866136)","100 Ml in 1 Bottle, Plastic",NA,"2020-1"
"Ephedrine Sulfate","5 mg/1 mL","injection, solution","RAM Pharma, Inc.(079866136)","5 Ml in 1 Syringe, Plastic",NA,"2020-1"
"Epinephrine","10 ug/1 mL","injection, solution","RAM Pharma, Inc.(079866136)","5 Ml in 1 Syringe, Plastic",NA,"2020-1"
"Lidocaine Hydrochloride; Phenylephrine Hydrochloride","40 mg/1 mL; 40 mg/1 mL","solution","RAM Pharma, Inc.(079866136)","480 Ml in 1 Bottle, Plastic",NA,"2020-1"
"Lidocaine Hydrochloride; Prilocaine Hydrochloride; Tetracaine Hydrochloride; Phenylephrine Hydrochloride","100 mg/1 g; 100 mg/1 g; 40 mg/1 g; 20 mg/1 g","gel","RAM Pharma, Inc.(079866136)","50 G in 1 Jar",NA,"2020-1"
"Lidocaine Hydrochloride; Prilocaine Hydrochloride; Tetracaine Hydrochloride; Phenylephrine Hydrochloride","100 mg/1 g; 100 mg/1 g; 40 mg/1 g; 20 mg/1 g","gel","RAM Pharma, Inc.(079866136)","225 G in 1 Jar",NA,"2020-1"
"Lidocaine Hydrochloride; Prilocaine Hydrochloride; Tetracaine Hydrochloride; Phenylephrine Hydrochloride","100 mg/1 g; 100 mg/1 g; 40 mg/1 g; 20 mg/1 g","gel","RAM Pharma, Inc.(079866136)","35 G in 1 Jar",NA,"2020-1"
"Lidocaine Hydrochloride; Tetracaine Hydrochloride; Phenylephrine Hydrochloride","200 mg/1 g; 40 mg/1 g; 20 mg/1 g","gel","RAM Pharma, Inc.(079866136)","35 G in 1 Jar",NA,"2020-1"
"Lidocaine Hydrochloride; Tetracaine Hydrochloride; Prilocaine Hydrochloride","100 mg/1 g; 40 mg/1 g; 100 mg/1 g","gel","RAM Pharma, Inc.(079866136)","100 G in 1 Jar",NA,"2020-1"
"Lidocaine Hydrochloride; Tetracaine Hydrochloride; Prilocaine Hydrochloride","100 mg/1 g; 40 mg/1 g; 100 mg/1 g","gel","RAM Pharma, Inc.(079866136)","50 G in 1 Jar",NA,"2020-1"
"Lidocaine; Tetracaine",".23 g/1 g; .07 g/1 g","ointment","RAM Pharma, Inc.(079866136)","120 G in 1 Jar",NA,"2020-1"
"Methylcobalamin","5 mg/1 mL","injection, solution","RAM Pharma, Inc.(079866136)","30 Ml in 1 Vial, Glass",NA,"2020-1"
"Neomycin Sulfate; Polymyxin B Sulfate; Dexamethasone","3.5 mg/1 g; 10000 U/1 g; 1 mg/1 g","ointment","RAM Pharma, Inc.(079866136)",".1 G in 1 Syringe, Plastic",NA,"2020-1"
"Nitroglycerin",".0625 g/1 g","ointment","RAM Pharma, Inc.(079866136)","30 G in 1 Tube",NA,"2020-1"
"Podophyllum Resin; Cantharidin; Salicylic Acid","50 mg/1 mL; 10 mg/1 mL; 300 mg/1 mL","solution","RAM Pharma, Inc.(079866136)","2 Ml in 1 Bottle, Glass",NA,"2020-1"
"Procaine Hydrochloride","20 mg/1 mL","injection, solution","RAM Pharma, Inc.(079866136)","30 Ml in 1 Vial, Glass",NA,"2020-1"
"Ranibizumab",".5 mg/.05 mL","injection, solution","RAM Pharma, Inc.(079866136)","1 Syringe, Plastic in 1 Bag > .05 Ml in 1 Syringe, Plastic",NA,"2020-1"
"Squaric Acid Dibutyl Ester","20 mg/1 mL","solution","RAM Pharma, Inc.(079866136)","10 Ml in 1 Bottle",NA,"2020-1"
"Tetracaine Hydrochloride","40 mg/1 mL","solution","RAM Pharma, Inc.(079866136)","100 Ml in 1 Bottle, Plastic",NA,"2020-1"
"Tetracaine Hydrochloride; Epinephrine Bitartrate; Lidocaine Hydrochloride","5 mg/1 g; .5 mg/1 g; .04 g/1 g","gel","RAM Pharma, Inc.(079866136)","3 G in 1 Syringe, Plastic",NA,"2020-1"
"Tetracaine Hydrochloride; Epinephrine Bitartrate; Lidocaine Hydrochloride","5 mg/1 g; .5 mg/1 g; .04 g/1 g","gel","RAM Pharma, Inc.(079866136)","1 G in 1 Syringe, Plastic",NA,"2020-1"
"Vancomycin Hydrochloride","1000 ug/.1 mL","injection, solution","RAM Pharma, Inc.(079866136)","1 Syringe, Plastic in 1 Bag > .1 Ml in 1 Syringe, Plastic",NA,"2020-1"
