"Active Ingredients","Active Ingredients Info","Dosage","Estab. Name","Package Description","NDC Package Code","Report Year"
"Moxifloxacin Hydrochloride","1 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)",".4 Ml in 1 Syringe",NA,"2019-1"
"Moxifloxacin Hydrochloride","1.5 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)",".4 Ml in 1 Syringe",NA,"2019-1"
"Phenylephrine Hydrochloride",".1 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","5 Ml in 1 Syringe",NA,"2019-1"
"Povidone-Iodine","5 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","1 Ml in 1 Bottle",NA,"2019-1"
"Povidone-Iodine","5 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","5 Ml in 1 Bottle",NA,"2019-1"
"Remifentanil Hydrochloride","50 ug/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","1 Ml in 1 Vial",NA,"2019-1"
"Sodium Chloride","1000 mg","capsule","Pine Pharmaceuticals LLC(079432784)","1 Capsule in 1 Capsule",NA,"2019-1"
"Tropicamide; Phenylephrine Hydrochloride","10 mg/1 mL; 25 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","15 Ml in 1 Bottle",NA,"2019-1"
"Tropicamide; Phenylephrine Hydrochloride","10 mg/1 mL; 25 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","5 Ml in 1 Bottle",NA,"2019-1"
"Tropicamide; Phenylephrine Hydrochloride; Cyclopentolate Hydrochloride","10 mg/1 mL; 25 mg/1 mL; 10 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","5 Ml in 1 Bottle",NA,"2019-1"
"Vancomycin Hydrochloride","10 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","1 Ml in 1 Vial",NA,"2019-1"
"Vancomycin Hydrochloride; Gentamicin Sulfate","1 mg/.12 mL; 4 mg/.12 mL","solution","Pine Pharmaceuticals LLC(079432784)",".12 Ml in 1 Syringe",NA,"2019-1"
"Aflibercept","25 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)",".05 Ml in 1 Syringe",NA,"2019-2"
"Bevacizumab","25 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)",".06 Ml in 1 Syringe",NA,"2019-2"
"Bevacizumab","25 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)",".1 Ml in 1 Syringe",NA,"2019-2"
"Bevacizumab","25 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)",".05 Ml in 1 Syringe",NA,"2019-2"
"Brilliant Blue G",".25 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)",".5 Ml in 1 Vial",NA,"2019-2"
"Bupivacaine Hydrochloride; Lidocaine Hydrochloride","3.75 mg/1 mL; 20 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","10 Ml in 1 Syringe",NA,"2019-2"
"Bupivacaine Hydrochloride; Lidocaine Hydrochloride","2.5 mg/1 mL; 10 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","5 Ml in 1 Syringe",NA,"2019-2"
"Calcium Chloride","20 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","500 Ml in 1 Bag",NA,"2019-2"
"Calcium Gluconate","10 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","500 Ml in 1 Bag",NA,"2019-2"
"Calcium Gluconate","25 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","5 Ml in 1 Syringe",NA,"2019-2"
"Calcium Gluconate","25 mg/1 g","solution","Pine Pharmaceuticals LLC(079432784)","60 G in 1 Jar",NA,"2019-2"
"Ceftazidime","22.5 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","1 Ml in 1 Vial",NA,"2019-2"
"Cefuroxime Sodium","10 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)",".4 Ml in 1 Syringe",NA,"2019-2"
"Cholic Acid","4 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","10 Ml in 1 Vial",NA,"2019-2"
"Dexamethasone Sodium Phosphate","24 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","1 Ml in 1 Vial",NA,"2019-2"
"Dextrose","77.9 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","30 Ml in 1 Vial",NA,"2019-2"
"Ephedrine Sulfate","5 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","5 Ml in 1 Syringe",NA,"2019-2"
"Epinephrine Hydrochloride; Lidocaine Hydrochloride",".25 mg/1 mL; 7.5 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","1 Ml in 1 Vial",NA,"2019-2"
"Glycerin","11.7 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","30 Ml in 1 Vial",NA,"2019-2"
"Hyaluronidase (human Recombinant)","150 [USP'U]/1 mL","injection","Pine Pharmaceuticals LLC(079432784)",".2 Ml in 1 Syringe",NA,"2019-2"
"Lidocaine","300 mg/1 g","ointment","Pine Pharmaceuticals LLC(079432784)","114.12 G in 1 Bottle",NA,"2019-2"
"Lidocaine Hydrochloride","40 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","3 Ml in 1 Bottle, Dropper",NA,"2019-2"
"Lidocaine Hydrochloride; Oxymetazoline Hydrochloride","20 mg/1 mL; .25 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","20 Ml in 1 Bottle",NA,"2019-2"
"Lidocaine Hydrochloride; Oxymetazoline Hydrochloride","20 mg/1 mL; .25 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","2 Ml in 1 Syringe",NA,"2019-2"
"Lidocaine Hydrochloride; Phenylephrine Hydrochloride","10 mg/1 mL; 15 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","1 Ml in 1 Vial",NA,"2019-2"
"Lidocaine; Tetracaine; Benzocaine","60 mg/1 g; 40 mg/1 g; 200 mg/1 g","ointment","Pine Pharmaceuticals LLC(079432784)","90 G in 1 Bottle",NA,"2019-2"
"Moxifloxacin Hydrochloride","1.5 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)",".4 Ml in 1 Syringe",NA,"2019-2"
"Moxifloxacin Hydrochloride","1 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)",".4 Ml in 1 Syringe",NA,"2019-2"
"Phenylephrine Hydrochloride",".1 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","5 Ml in 1 Syringe",NA,"2019-2"
"Potassium Palmitate","620 ug/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","28 Ml in 1 Vial",NA,"2019-2"
"Povidone-Iodine","5 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","5 Ml in 1 Bottle",NA,"2019-2"
"Povidone-Iodine","5 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","1 Ml in 1 Bottle",NA,"2019-2"
"Remifentanil Hydrochloride","50 ug/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","1 Ml in 1 Vial",NA,"2019-2"
"Sodium Chloride","1000 mg","capsule","Pine Pharmaceuticals LLC(079432784)","1 Capsule in 1 Capsule",NA,"2019-2"
"Sodium Glycolate","10 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","1 Ml in 1 Vial",NA,"2019-2"
"Sodium Oxalate","1.36 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","1 Ml in 1 Vial",NA,"2019-2"
"Tropicamide; Phenylephrine Hydrochloride","10 mg/1 mL; 25 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","5 Ml in 1 Bottle",NA,"2019-2"
"Tropicamide; Phenylephrine Hydrochloride","10 mg/1 mL; 25 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","15 Ml in 1 Bottle",NA,"2019-2"
"Tropicamide; Phenylephrine Hydrochloride; Cyclopentolate Hydrochloride","10 mg/1 mL; 25 mg/1 mL; 10 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","5 Ml in 1 Bottle",NA,"2019-2"
"Vancomycin Hydrochloride","10 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","1 Ml in 1 Vial",NA,"2019-2"
"Vancomycin Hydrochloride; Gentamicin Sulfate","1 mg/.12 mL; 4 mg/.12 mL","solution","Pine Pharmaceuticals LLC(079432784)",".12 Ml in 1 Syringe",NA,"2019-2"
"Aflibercept","25 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)",".05 Ml in 1 Syringe",NA,"2020-1"
"Bevacizumab","25 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)",".06 Ml in 1 Syringe",NA,"2020-1"
"Bevacizumab","25 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)",".1 Ml in 1 Syringe",NA,"2020-1"
"Bevacizumab","25 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)",".05 Ml in 1 Syringe",NA,"2020-1"
"Brilliant Blue G",".25 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)",".5 Ml in 1 Vial",NA,"2020-1"
"Bupivacaine Hydrochloride; Lidocaine Hydrochloride","3.75 mg/1 mL; 20 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","10 Ml in 1 Syringe",NA,"2020-1"
"Bupivacaine Hydrochloride; Lidocaine Hydrochloride","2.5 mg/1 mL; 10 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","5 Ml in 1 Syringe",NA,"2020-1"
"Calcium Chloride","20 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","500 Ml in 1 Bag",NA,"2020-1"
"Calcium Gluconate","25 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","5 Ml in 1 Syringe",NA,"2020-1"
"Calcium Gluconate","10 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","500 Ml in 1 Bag",NA,"2020-1"
"Calcium Gluconate","25 mg/1 g","solution","Pine Pharmaceuticals LLC(079432784)","60 G in 1 Jar",NA,"2020-1"
"Ceftazidime","22.5 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","1 Ml in 1 Vial",NA,"2020-1"
"Cefuroxime Sodium","10 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)",".4 Ml in 1 Syringe",NA,"2020-1"
"Cholic Acid","4 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","5.5 Ml in 1 Vial",NA,"2020-1"
"Cholic Acid","4 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","10 Ml in 1 Vial",NA,"2020-1"
"Dexamethasone Sodium Phosphate","24 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","1 Ml in 1 Vial",NA,"2020-1"
"Dextrose","77.9 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","30 Ml in 1 Vial",NA,"2020-1"
"Ephedrine Sulfate","5 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","5 Ml in 1 Syringe",NA,"2020-1"
"Epinephrine Hydrochloride; Lidocaine Hydrochloride",".25 mg/1 mL; 7.5 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","1 Ml in 1 Vial",NA,"2020-1"
"Glycerin","11.7 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","30 Ml in 1 Vial",NA,"2020-1"
"Hyaluronidase (human Recombinant)","150 [USP'U]/1 mL","injection","Pine Pharmaceuticals LLC(079432784)",".2 Ml in 1 Syringe",NA,"2020-1"
"Lidocaine","300 mg/1 g","ointment","Pine Pharmaceuticals LLC(079432784)","114.12 G in 1 Bottle",NA,"2020-1"
"Lidocaine Hydrochloride","40 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","3 Ml in 1 Bottle, Dropper",NA,"2020-1"
"Lidocaine Hydrochloride; Oxymetazoline Hydrochloride","20 mg/1 mL; .25 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","2 Ml in 1 Syringe",NA,"2020-1"
"Lidocaine Hydrochloride; Oxymetazoline Hydrochloride","20 mg/1 mL; .25 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","20 Ml in 1 Bottle",NA,"2020-1"
"Lidocaine Hydrochloride; Phenylephrine Hydrochloride","10 mg/1 mL; 15 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","1 Ml in 1 Vial",NA,"2020-1"
"Lidocaine; Tetracaine; Benzocaine","60 mg/1 g; 40 mg/1 g; 200 mg/1 g","ointment","Pine Pharmaceuticals LLC(079432784)","90 G in 1 Bottle",NA,"2020-1"
"Moxifloxacin Hydrochloride","1.5 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)",".4 Ml in 1 Syringe",NA,"2020-1"
"Moxifloxacin Hydrochloride","1 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)",".4 Ml in 1 Syringe",NA,"2020-1"
"Phenylephrine Hydrochloride",".1 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","5 Ml in 1 Syringe",NA,"2020-1"
"Potassium Palmitate","620 ug/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","28 Ml in 1 Vial",NA,"2020-1"
"Povidone-Iodine","5 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","1 Ml in 1 Bottle",NA,"2020-1"
"Povidone-Iodine","5 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","5 Ml in 1 Bottle",NA,"2020-1"
"Remifentanil Hydrochloride","50 ug/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","1 Ml in 1 Vial",NA,"2020-1"
"Sodium Chloride","1000 mg","capsule","Pine Pharmaceuticals LLC(079432784)","1 Capsule in 1 Capsule",NA,"2020-1"
"Sodium Glycolate","10 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","1 Ml in 1 Vial",NA,"2020-1"
"Sodium Oxalate","1.36 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","1 Ml in 1 Vial",NA,"2020-1"
"Tropicamide; Phenylephrine Hydrochloride","10 mg/1 mL; 25 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","5 Ml in 1 Bottle",NA,"2020-1"
"Tropicamide; Phenylephrine Hydrochloride","10 mg/1 mL; 25 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","15 Ml in 1 Bottle",NA,"2020-1"
"Tropicamide; Phenylephrine Hydrochloride; Cyclopentolate Hydrochloride","10 mg/1 mL; 25 mg/1 mL; 10 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","5 Ml in 1 Bottle",NA,"2020-1"
"Vancomycin Hydrochloride","10 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","1 Ml in 1 Vial",NA,"2020-1"
"Vancomycin Hydrochloride; Gentamicin Sulfate","1 mg/.12 mL; 4 mg/.12 mL","solution","Pine Pharmaceuticals LLC(079432784)",".12 Ml in 1 Syringe",NA,"2020-1"
"Aflibercept","25 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)",".05 Ml in 1 Syringe",NA,"2020-2"
"Bevacizumab","25 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)",".1 Ml in 1 Syringe",NA,"2020-2"
"Bevacizumab","25 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)",".05 Ml in 1 Syringe",NA,"2020-2"
"Bevacizumab","25 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)",".06 Ml in 1 Syringe",NA,"2020-2"
"Brilliant Blue G",".25 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)",".5 Ml in 1 Vial",NA,"2020-2"
"Bupivacaine Hydrochloride; Lidocaine Hydrochloride","3.75 mg/1 mL; 20 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","10 Ml in 1 Syringe",NA,"2020-2"
"Bupivacaine Hydrochloride; Lidocaine Hydrochloride","2.5 mg/1 mL; 10 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","5 Ml in 1 Syringe",NA,"2020-2"
"Calcium Chloride","20 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","500 Ml in 1 Bag",NA,"2020-2"
"Calcium Gluconate","25 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","5 Ml in 1 Syringe",NA,"2020-2"
"Calcium Gluconate","25 mg/1 g","solution","Pine Pharmaceuticals LLC(079432784)","60 G in 1 Jar",NA,"2020-2"
"Calcium Gluconate","10 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","500 Ml in 1 Bag",NA,"2020-2"
"Ceftazidime","22.5 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","1 Ml in 1 Vial",NA,"2020-2"
"Cefuroxime Sodium","10 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)",".4 Ml in 1 Syringe",NA,"2020-2"
"Cholic Acid","4 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","10 Ml in 1 Vial",NA,"2020-2"
"Cholic Acid","4 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","5.5 Ml in 1 Vial",NA,"2020-2"
"Dexamethasone Sodium Phosphate","24 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","1 Ml in 1 Vial",NA,"2020-2"
"Dexmedetomidine Hydrochloride","100 ug/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","2 Ml in 1 Vial",NA,"2020-2"
"Dextrose","77.9 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","30 Ml in 1 Vial",NA,"2020-2"
"Ephedrine Sulfate","5 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","5 Ml in 1 Syringe",NA,"2020-2"
"Epinephrine Hydrochloride; Lidocaine Hydrochloride",".25 mg/1 mL; 7.5 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","1 Ml in 1 Vial",NA,"2020-2"
"Furosemide","4 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","4 Ml in 1 Syringe",NA,"2020-2"
"Glycerin","11.7 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","30 Ml in 1 Vial",NA,"2020-2"
"Hyaluronidase (human Recombinant)","150 [USP'U]/1 mL","injection","Pine Pharmaceuticals LLC(079432784)",".2 Ml in 1 Syringe",NA,"2020-2"
"Isopropyl Alcohol","75 mL/100 mL","solution","Pine Pharmaceuticals LLC(079432784)","120 Ml in 1 Bottle",NA,"2020-2"
"Lidocaine","300 mg/1 g","ointment","Pine Pharmaceuticals LLC(079432784)","114.12 G in 1 Bottle",NA,"2020-2"
"Lidocaine Hydrochloride","40 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","3 Ml in 1 Bottle, Dropper",NA,"2020-2"
"Lidocaine Hydrochloride; Oxymetazoline Hydrochloride","20 mg/1 mL; .25 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","2 Ml in 1 Syringe",NA,"2020-2"
"Lidocaine Hydrochloride; Oxymetazoline Hydrochloride","20 mg/1 mL; .25 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","20 Ml in 1 Bottle",NA,"2020-2"
"Lidocaine Hydrochloride; Phenylephrine Hydrochloride","10 mg/1 mL; 15 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","1 Ml in 1 Vial",NA,"2020-2"
"Lidocaine; Tetracaine; Benzocaine","60 mg/1 g; 40 mg/1 g; 200 mg/1 g","ointment","Pine Pharmaceuticals LLC(079432784)","90 G in 1 Bottle",NA,"2020-2"
"Moxifloxacin Hydrochloride","1.5 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)",".4 Ml in 1 Syringe",NA,"2020-2"
"Moxifloxacin Hydrochloride","1 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)",".4 Ml in 1 Syringe",NA,"2020-2"
"Norepinephrine Bitartrate","4 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","8 Ml in 1 Syringe",NA,"2020-2"
"Phenylephrine Hydrochloride",".1 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","5 Ml in 1 Syringe",NA,"2020-2"
"Potassium Palmitate","620 ug/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","28 Ml in 1 Vial",NA,"2020-2"
"Povidone-Iodine","5 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","1 Ml in 1 Bottle",NA,"2020-2"
"Povidone-Iodine","5 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","5 Ml in 1 Bottle",NA,"2020-2"
"Remifentanil Hydrochloride","50 ug/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","1 Ml in 1 Vial",NA,"2020-2"
"Sodium Chloride","1000 mg","capsule","Pine Pharmaceuticals LLC(079432784)","1 Capsule in 1 Capsule",NA,"2020-2"
"Sodium Glycolate","10 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","1 Ml in 1 Vial",NA,"2020-2"
"Sodium Oxalate","1.36 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","1 Ml in 1 Vial",NA,"2020-2"
"Tropicamide; Phenylephrine Hydrochloride","10 mg/1 mL; 25 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","5 Ml in 1 Bottle",NA,"2020-2"
"Tropicamide; Phenylephrine Hydrochloride","10 mg/1 mL; 25 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","15 Ml in 1 Bottle",NA,"2020-2"
"Tropicamide; Phenylephrine Hydrochloride; Cyclopentolate Hydrochloride","10 mg/1 mL; 25 mg/1 mL; 10 mg/1 mL","solution","Pine Pharmaceuticals LLC(079432784)","5 Ml in 1 Bottle",NA,"2020-2"
"Vancomycin Hydrochloride","10 mg/1 mL","injection","Pine Pharmaceuticals LLC(079432784)","1 Ml in 1 Vial",NA,"2020-2"
"Vancomycin Hydrochloride; Gentamicin Sulfate","1 mg/.12 mL; 4 mg/.12 mL","solution","Pine Pharmaceuticals LLC(079432784)",".12 Ml in 1 Syringe",NA,"2020-2"
