"Active Ingredients","Active Ingredients Info","Dosage","Estab. Name","Package Description","NDC Package Code","Report Year"
"Potassium Chloride; Lidocaine Hydrochloride","10 meq/100 mL; 10 mg/100 mL","injection, solution","IntegraDose Compounding Services, LLC(080467666)","100 Ml in 1 Bag",NA,"2019-1"
"Succinylcholine Chloride","100 mg/5 mL","injection","IntegraDose Compounding Services, LLC(080467666)","10 Ml in 1 Syringe, Plastic",NA,"2019-1"
"Vasopressin, Unspecified","2 U/2 mL","injection","IntegraDose Compounding Services, LLC(080467666)","2 Ml in 1 Syringe",NA,"2019-1"
"Cefazolin Sodium","3 g/123 mL","injection, solution","IntegraDose Compounding Services, LLC(080467666)","100 Ml in 1 Bag",NA,"2019-2"
"Cefazolin Sodium","2 g/20 mL","injection","IntegraDose Compounding Services, LLC(080467666)","20 Ml in 1 Syringe, Plastic",NA,"2019-2"
"Cefazolin Sodium","1 g/10 mL","injection","IntegraDose Compounding Services, LLC(080467666)","10 Ml in 1 Syringe, Plastic",NA,"2019-2"
"Ephedrine Sulfate","25 mg/5 mL","injection","IntegraDose Compounding Services, LLC(080467666)","10 Ml in 1 Syringe, Plastic",NA,"2019-2"
"Fentanyl Citrate","1500 ug/30 mL","injection","IntegraDose Compounding Services, LLC(080467666)","30 Ml in 1 Vial, Patent Delivery System",NA,"2019-2"
"Fentanyl Citrate","2500 ug/50 mL","injection","IntegraDose Compounding Services, LLC(080467666)","50 Ml in 1 Vial, Patent Delivery System",NA,"2019-2"
"Hydromorphone Hydrochloride",".5 mg/.5 mL","injection","IntegraDose Compounding Services, LLC(080467666)","1 Ml in 1 Syringe, Plastic",NA,"2019-2"
"Hydromorphone Hydrochloride","30 mg/30 mL","injection","IntegraDose Compounding Services, LLC(080467666)","30 Ml in 1 Vial, Patent Delivery System",NA,"2019-2"
"Hydromorphone Hydrochloride",".2 mg/.2 mL","injection","IntegraDose Compounding Services, LLC(080467666)","1 Ml in 1 Syringe, Plastic",NA,"2019-2"
"Magnesium Sulfate Heptahydrate","2 g/50 mL","injection, solution","IntegraDose Compounding Services, LLC(080467666)","50 Ml in 1 Bag",NA,"2019-2"
"Morphine Sulfate","400 ug/.4 mL","injection","IntegraDose Compounding Services, LLC(080467666)","1 Ml in 1 Syringe, Plastic",NA,"2019-2"
"Neostigmine Methylsulfate","5 mg/5 mL","injection","IntegraDose Compounding Services, LLC(080467666)","10 Ml in 1 Syringe, Plastic",NA,"2019-2"
"Oxytocin","30 [USP'U]/500 mL","injection","IntegraDose Compounding Services, LLC(080467666)","500 Ml in 1 Bag",NA,"2019-2"
"Phenylephrine Hydrochloride","1 mg/10 mL","injection","IntegraDose Compounding Services, LLC(080467666)","10 Ml in 1 Syringe, Plastic",NA,"2019-2"
"Potassium Chloride; Lidocaine Hydrochloride","10 meq/100 mL; 10 mg/100 mL","injection, solution","IntegraDose Compounding Services, LLC(080467666)","100 Ml in 1 Bag",NA,"2019-2"
"Succinylcholine Chloride","100 mg/5 mL","injection","IntegraDose Compounding Services, LLC(080467666)","10 Ml in 1 Syringe, Plastic",NA,"2019-2"
"Vasopressin, Unspecified","2 U/2 mL","injection","IntegraDose Compounding Services, LLC(080467666)","2 Ml in 1 Syringe",NA,"2019-2"
"Cefazolin Sodium","3 g/123 mL","injection, solution","IntegraDose Compounding Services, LLC(080467666)","100 Ml in 1 Bag",NA,"2020-1"
"Cefazolin Sodium","2 g/20 mL","injection","IntegraDose Compounding Services, LLC(080467666)","20 Ml in 1 Syringe, Plastic",NA,"2020-1"
"Cefazolin Sodium","1 g/10 mL","injection","IntegraDose Compounding Services, LLC(080467666)","10 Ml in 1 Syringe, Plastic",NA,"2020-1"
"Ephedrine Sulfate","25 mg/5 mL","injection","IntegraDose Compounding Services, LLC(080467666)","10 Ml in 1 Syringe, Plastic",NA,"2020-1"
"Fentanyl Citrate","2500 ug/50 mL","injection","IntegraDose Compounding Services, LLC(080467666)","50 Ml in 1 Vial, Patent Delivery System",NA,"2020-1"
"Fentanyl Citrate","1500 ug/30 mL","injection","IntegraDose Compounding Services, LLC(080467666)","30 Ml in 1 Vial, Patent Delivery System",NA,"2020-1"
"Hydromorphone Hydrochloride","20 mg/100 mL","injection","IntegraDose Compounding Services, LLC(080467666)","100 Ml in 1 Cartridge",NA,"2020-1"
"Hydromorphone Hydrochloride","20 mg/100 mL","injection","IntegraDose Compounding Services, LLC(080467666)","100 Ml in 1 Vial, Patent Delivery System",NA,"2020-1"
"Hydromorphone Hydrochloride",".5 mg/.5 mL","injection","IntegraDose Compounding Services, LLC(080467666)","1 Ml in 1 Syringe, Plastic",NA,"2020-1"
"Hydromorphone Hydrochloride","30 mg/30 mL","injection","IntegraDose Compounding Services, LLC(080467666)","30 Ml in 1 Vial, Patent Delivery System",NA,"2020-1"
"Hydromorphone Hydrochloride",".2 mg/.2 mL","injection","IntegraDose Compounding Services, LLC(080467666)","1 Ml in 1 Syringe, Plastic",NA,"2020-1"
"Magnesium Sulfate Heptahydrate","2 g/50 mL","injection, solution","IntegraDose Compounding Services, LLC(080467666)","50 Ml in 1 Bag",NA,"2020-1"
"Morphine Sulfate","400 ug/.4 mL","injection","IntegraDose Compounding Services, LLC(080467666)","1 Ml in 1 Syringe, Plastic",NA,"2020-1"
"Neostigmine Methylsulfate","5 mg/5 mL","injection","IntegraDose Compounding Services, LLC(080467666)","10 Ml in 1 Syringe, Plastic",NA,"2020-1"
"Oxytocin","30 [USP'U]/500 mL","injection","IntegraDose Compounding Services, LLC(080467666)","500 Ml in 1 Bag",NA,"2020-1"
"Phenylephrine Hydrochloride","1 mg/10 mL","injection","IntegraDose Compounding Services, LLC(080467666)","10 Ml in 1 Syringe, Plastic",NA,"2020-1"
"Potassium Chloride; Lidocaine Hydrochloride","10 meq/100 mL; 10 mg/100 mL","injection, solution","IntegraDose Compounding Services, LLC(080467666)","100 Ml in 1 Bag",NA,"2020-1"
"Succinylcholine Chloride","100 mg/5 mL","injection","IntegraDose Compounding Services, LLC(080467666)","10 Ml in 1 Syringe, Plastic",NA,"2020-1"
"Vasopressin, Unspecified","2 U/2 mL","injection","IntegraDose Compounding Services, LLC(080467666)","2 Ml in 1 Syringe",NA,"2020-1"
"Cefazolin Sodium","3 g/123 mL","injection, solution","IntegraDose Compounding Services, LLC(080467666)","100 Ml in 1 Bag",NA,"2020-2"
"Cefazolin Sodium","1 g/10 mL","injection","IntegraDose Compounding Services, LLC(080467666)","10 Ml in 1 Syringe, Plastic",NA,"2020-2"
"Cefazolin Sodium","2 g/20 mL","injection","IntegraDose Compounding Services, LLC(080467666)","20 Ml in 1 Syringe, Plastic",NA,"2020-2"
"Ephedrine Sulfate","25 mg/5 mL","injection","IntegraDose Compounding Services, LLC(080467666)","10 Ml in 1 Syringe, Plastic",NA,"2020-2"
"Fentanyl Citrate","2500 ug/50 mL","injection","IntegraDose Compounding Services, LLC(080467666)","50 Ml in 1 Vial, Patent Delivery System",NA,"2020-2"
"Fentanyl Citrate","1500 ug/30 mL","injection","IntegraDose Compounding Services, LLC(080467666)","30 Ml in 1 Vial, Patent Delivery System",NA,"2020-2"
"Hydromorphone Hydrochloride","20 mg/100 mL","injection","IntegraDose Compounding Services, LLC(080467666)","100 Ml in 1 Vial, Patent Delivery System",NA,"2020-2"
"Hydromorphone Hydrochloride",".2 mg/.2 mL","injection","IntegraDose Compounding Services, LLC(080467666)","1 Ml in 1 Syringe, Plastic",NA,"2020-2"
"Hydromorphone Hydrochloride","20 mg/100 mL","injection","IntegraDose Compounding Services, LLC(080467666)","100 Ml in 1 Cartridge",NA,"2020-2"
"Hydromorphone Hydrochloride","30 mg/30 mL","injection","IntegraDose Compounding Services, LLC(080467666)","30 Ml in 1 Vial, Patent Delivery System",NA,"2020-2"
"Hydromorphone Hydrochloride",".5 mg/.5 mL","injection","IntegraDose Compounding Services, LLC(080467666)","1 Ml in 1 Syringe, Plastic",NA,"2020-2"
"Magnesium Sulfate Heptahydrate","2 g/50 mL","injection, solution","IntegraDose Compounding Services, LLC(080467666)","50 Ml in 1 Bag",NA,"2020-2"
"Morphine Sulfate","400 ug/.4 mL","injection","IntegraDose Compounding Services, LLC(080467666)","1 Ml in 1 Syringe, Plastic",NA,"2020-2"
"Neostigmine Methylsulfate","5 mg/5 mL","injection","IntegraDose Compounding Services, LLC(080467666)","10 Ml in 1 Syringe, Plastic",NA,"2020-2"
"Oxytocin","30 [USP'U]/500 mL","injection","IntegraDose Compounding Services, LLC(080467666)","500 Ml in 1 Bag",NA,"2020-2"
"Phenylephrine Hydrochloride","1 mg/10 mL","injection","IntegraDose Compounding Services, LLC(080467666)","10 Ml in 1 Syringe, Plastic",NA,"2020-2"
"Potassium Chloride; Lidocaine Hydrochloride","10 meq/100 mL; 10 mg/100 mL","injection, solution","IntegraDose Compounding Services, LLC(080467666)","100 Ml in 1 Bag",NA,"2020-2"
"Succinylcholine Chloride","100 mg/5 mL","injection","IntegraDose Compounding Services, LLC(080467666)","10 Ml in 1 Syringe, Plastic",NA,"2020-2"
"Vasopressin, Unspecified","2 U/2 mL","injection","IntegraDose Compounding Services, LLC(080467666)","2 Ml in 1 Syringe",NA,"2020-2"
