"Active Ingredients","Active Ingredients Info","Dosage","Estab. Name","Package Description","NDC Package Code","Report Year"
"Povidone-Iodine","50 mg/1 mL","solution/ drops","Medi-Fare Drug(091326520)",".4 Ml in 1 Syringe, Plastic (61141-4538-4)","61141-4538-4","2019-2"
"Proparacaine Hydrochloride","5 mg/1 mL","solution/ drops","Medi-Fare Drug(091326520)",".4 Ml in 1 Syringe, Plastic (61141-4536-4)","61141-4536-4","2019-2"
"Ropivacaine Hydrochloride","5 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","10 Ml in 1 Syringe, Plastic (61141-1370-5)","61141-1370-5","2019-2"
"Sodium Chloride","234 mg/1 mL","injection, solution, concentrate","Medi-Fare Drug(091326520)","30 Ml in 1 Vial, Glass",NA,"2019-2"
"Sodium Phosphate, Dibasic, Heptahydrate; Sodium Phosphate, Monobasic, Monohydrate","268 mg/1 mL; 276 mg/1 mL","injection, solution, concentrate","Medi-Fare Drug(091326520)","50 Ml in 1 Vial, Pharmacy Bulk Package",NA,"2019-2"
"Succinylcholine Chloride","20 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","10 Ml in 1 Syringe, Plastic (61141-1351-1)","61141-1351-1","2019-2"
"Vancomycin Hydrochloride","1 mg/.1 mL","injection","Medi-Fare Drug(091326520)",".5 Ml in 1 Syringe, Plastic",NA,"2019-2"
"Atropine Sulfate",".4 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","2.5 Ml in 1 Syringe, Plastic",NA,"2020-1"
"Betamethasone Sodium Phosphate","12 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","2 Ml in 1 Vial, Single-Use",NA,"2020-1"
"Betamethasone Sodium Phosphate; Betamethasone Acetate","3 mg/1 mL; 3 mg/1 mL","injection, suspension","Medi-Fare Drug(091326520)","2 Ml in 1 Vial, Single-Use (61141-4795-2)","61141-4795-2","2020-1"
"Bupivacaine Hydrochloride; Fentanyl Citrate","1.25 mg/1 mL; 2 ug/1 mL","injection, solution","Medi-Fare Drug(091326520)","150 Ml in 1 Bag (61141-4837-1)","61141-4837-1","2020-1"
"Cefuroxime Sodium","1 mg/.1 mL","injection","Medi-Fare Drug(091326520)",".3 Ml in 1 Syringe, Plastic (61141-4535-3)","61141-4535-3","2020-1"
"Ephedrine Sulfate","5 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","10 Ml in 1 Syringe, Plastic",NA,"2020-1"
"Ephedrine Sulfate","10 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","5 Ml in 1 Syringe, Plastic (61141-1350-5)","61141-1350-5","2020-1"
"Ephedrine Sulfate","5 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","5 Ml in 1 Syringe, Plastic (61141-1374-5)","61141-1374-5","2020-1"
"Esmolol Hydrochloride","10 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","500 Ml in 1 Bag",NA,"2020-1"
"Fentanyl Citrate","10 ug/1 mL","injection, solution","Medi-Fare Drug(091326520)","250 Ml in 1 Bag (61141-1318-1)","61141-1318-1","2020-1"
"Fentanyl Citrate; Bupivacaine Hydrochloride","5 ug/1 mL; .625 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","150 Ml in 1 Bag",NA,"2020-1"
"Fentanyl Citrate; Bupivacaine Hydrochloride","2 ug/1 mL; 1 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","150 Ml in 1 Bag (61141-4836-1)","61141-4836-1","2020-1"
"Glycopyrrolate",".2 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","5 Ml in 1 Syringe, Plastic (61141-1373-5)","61141-1373-5","2020-1"
"Hydromorphone Hydrochloride",".2 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","30 Ml in 1 Syringe, Plastic",NA,"2020-1"
"Iopamidol","408 mg/1 mL","injection","Medi-Fare Drug(091326520)","1 Ml in 1 Vial, Single-Dose (61141-1326-1)","61141-1326-1","2020-1"
"Isoproterenol Hydrochloride",".008 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","250 Ml in 1 Bag (61141-1383-1)","61141-1383-1","2020-1"
"Lidocaine Hydrochloride","10 mg/1 mL","injection","Medi-Fare Drug(091326520)","5 Ml in 1 Vial, Glass",NA,"2020-1"
"Midazolam","1 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","100 Ml in 1 Bag",NA,"2020-1"
"Midazolam","1 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","50 Ml in 1 Bag (61141-1337-1)","61141-1337-1","2020-1"
"Midazolam","1 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","55 Ml in 1 Syringe, Plastic",NA,"2020-1"
"Morphine Sulfate","1 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","30 Ml in 1 Syringe, Plastic",NA,"2020-1"
"Neostigmine Methylsulfate","1 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","5 Ml in 1 Syringe, Plastic",NA,"2020-1"
"Nitroglycerin","100 ug/1 mL","injection, solution","Medi-Fare Drug(091326520)","10 Ml in 1 Vial, Single-Dose (61141-4834-1)","61141-4834-1","2020-1"
"Phenol","50 mg/1 mL","injection","Medi-Fare Drug(091326520)","9 Ml in 1 Vial, Glass (61141-1635-1)","61141-1635-1","2020-1"
"Phenylephrine Hydrochloride","100 ug/1 mL","injection, solution","Medi-Fare Drug(091326520)","10 Ml in 1 Syringe, Plastic (61141-1418-1)","61141-1418-1","2020-1"
"Polidocanol","20 mg/1 mL","injection","Medi-Fare Drug(091326520)","30 Ml in 1 Vial, Multi-Dose",NA,"2020-1"
"Polidocanol","7 mg/1 mL","injection","Medi-Fare Drug(091326520)","30 Ml in 1 Vial, Multi-Dose",NA,"2020-1"
"Polidocanol","3.5 mg/1 mL","injection","Medi-Fare Drug(091326520)","30 Ml in 1 Vial, Multi-Dose",NA,"2020-1"
"Potassium Chloride","2 meq/1 mL","injection, solution, concentrate","Medi-Fare Drug(091326520)","20 Ml in 1 Syringe, Plastic (61141-1355-2)","61141-1355-2","2020-1"
"Povidone-Iodine","50 mg/1 mL","solution/ drops","Medi-Fare Drug(091326520)",".4 Ml in 1 Syringe, Plastic (61141-4538-4)","61141-4538-4","2020-1"
"Proparacaine Hydrochloride","5 mg/1 mL","solution/ drops","Medi-Fare Drug(091326520)",".4 Ml in 1 Syringe, Plastic (61141-4536-4)","61141-4536-4","2020-1"
"Ropivacaine Hydrochloride","5 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","10 Ml in 1 Syringe, Plastic (61141-1370-5)","61141-1370-5","2020-1"
"Sodium Chloride","234 mg/1 mL","injection, solution, concentrate","Medi-Fare Drug(091326520)","30 Ml in 1 Vial, Glass",NA,"2020-1"
"Sodium Phosphate, Dibasic, Heptahydrate; Sodium Phosphate, Monobasic, Monohydrate","268 mg/1 mL; 276 mg/1 mL","injection, solution, concentrate","Medi-Fare Drug(091326520)","50 Ml in 1 Vial, Pharmacy Bulk Package",NA,"2020-1"
"Succinylcholine Chloride","20 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","10 Ml in 1 Syringe, Plastic (61141-1351-1)","61141-1351-1","2020-1"
"Vancomycin Hydrochloride","1 mg/.1 mL","injection","Medi-Fare Drug(091326520)",".5 Ml in 1 Syringe, Plastic",NA,"2020-1"
"Betamethasone Sodium Phosphate; Betamethasone Acetate","3 mg/1 mL; 3 mg/1 mL","injection, suspension","Medi-Fare Drug(091326520)","2 Ml in 1 Vial, Single-Use (61141-4795-2)","61141-4795-2","2020-2"
"Bupivacaine Hydrochloride; Fentanyl Citrate","1.25 mg/1 mL; 2 ug/1 mL","injection, solution","Medi-Fare Drug(091326520)","150 Ml in 1 Bag (61141-4837-1)","61141-4837-1","2020-2"
"Cefuroxime Sodium","1 mg/.1 mL","injection","Medi-Fare Drug(091326520)",".3 Ml in 1 Syringe, Plastic (61141-4535-3)","61141-4535-3","2020-2"
"Ephedrine Sulfate","10 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","5 Ml in 1 Syringe, Plastic (61141-1350-5)","61141-1350-5","2020-2"
"Ephedrine Sulfate","5 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","5 Ml in 1 Syringe, Plastic (61141-1374-5)","61141-1374-5","2020-2"
"Esmolol Hydrochloride","10 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","500 Ml in 1 Bag (61141-1367-5)","61141-1367-5","2020-2"
"Fentanyl Citrate","10 ug/1 mL","injection, solution","Medi-Fare Drug(091326520)","250 Ml in 1 Bag (61141-1318-1)","61141-1318-1","2020-2"
"Fentanyl Citrate; Bupivacaine Hydrochloride","2 ug/1 mL; 1 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","150 Ml in 1 Bag (61141-4836-1)","61141-4836-1","2020-2"
"Glycopyrrolate",".2 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","5 Ml in 1 Syringe, Plastic",NA,"2020-2"
"Iopamidol","408 mg/1 mL","injection","Medi-Fare Drug(091326520)","1 Ml in 1 Vial, Single-Dose (61141-1326-1)","61141-1326-1","2020-2"
"Midazolam","1 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","100 Ml in 1 Bag",NA,"2020-2"
"Midazolam","1 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","50 Ml in 1 Bag (61141-1337-1)","61141-1337-1","2020-2"
"Neostigmine Methylsulfate","1 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","5 Ml in 1 Syringe, Plastic (61141-1372-5)","61141-1372-5","2020-2"
"Nitroglycerin","100 ug/1 mL","injection, solution","Medi-Fare Drug(091326520)","10 Ml in 1 Vial, Single-Dose (61141-4834-1)","61141-4834-1","2020-2"
"Phenylephrine Hydrochloride","100 ug/1 mL","injection, solution","Medi-Fare Drug(091326520)","10 Ml in 1 Syringe, Plastic (61141-1418-1)","61141-1418-1","2020-2"
"Povidone-Iodine","50 mg/1 mL","solution/ drops","Medi-Fare Drug(091326520)",".4 Ml in 1 Syringe, Plastic (61141-4538-4)","61141-4538-4","2020-2"
"Proparacaine Hydrochloride","5 mg/1 mL","solution/ drops","Medi-Fare Drug(091326520)",".4 Ml in 1 Syringe, Plastic (61141-4536-4)","61141-4536-4","2020-2"
"Ropivacaine Hydrochloride","5 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","10 Ml in 1 Syringe, Plastic (61141-1370-5)","61141-1370-5","2020-2"
"Succinylcholine Chloride","20 mg/1 mL","injection, solution","Medi-Fare Drug(091326520)","10 Ml in 1 Syringe, Plastic (61141-1351-1)","61141-1351-1","2020-2"
