"Active Ingredients","Active Ingredients Info","Dosage","Estab. Name","Package Description","NDC Package Code","Report Year"
"Pyridoxine Hydrochloride; Thiamine Hydrochloride","100 mg/1 mL; 20 mg/1 mL","injection","AnazaoHealth Corporation(796692619)","30 Ml in 1 Vial",NA,"2019-1"
"Testosterone","87.5 mg/1 mg","pellet","AnazaoHealth Corporation(796692619)","1 Mg in 1 Vial",NA,"2019-1"
"Testosterone","25 mg/1 mg","pellet","AnazaoHealth Corporation(796692619)","1 Mg in 1 Vial",NA,"2019-1"
"Testosterone","12.5 mg/1 mg","pellet","AnazaoHealth Corporation(796692619)","1 Mg in 1 Vial",NA,"2019-1"
"Testosterone","60 mg/1 mg","pellet","AnazaoHealth Corporation(796692619)","1 Mg in 1 Vial",NA,"2019-1"
"Testosterone","80 mg/1 mg","pellet","AnazaoHealth Corporation(796692619)","1 Mg in 1 Vial",NA,"2019-1"
"Testosterone","100 mg/1 mg","pellet","AnazaoHealth Corporation(796692619)","1 Mg in 1 Vial",NA,"2019-1"
"Testosterone","50 mg/1 mg","pellet","AnazaoHealth Corporation(796692619)","1 Mg in 1 Vial",NA,"2019-1"
"Testosterone","37.5 mg/1 mg","pellet","AnazaoHealth Corporation(796692619)","1 Mg in 1 Vial",NA,"2019-1"
"Testosterone","200 mg/1 mg","pellet","AnazaoHealth Corporation(796692619)","1 Mg in 1 Vial",NA,"2019-1"
"Testosterone Cypionate","200 mg/1 mL","injection","AnazaoHealth Corporation(796692619)","5 Ml in 1 Vial",NA,"2019-1"
"Testosterone Cypionate","200 mg/1 mL","injection","AnazaoHealth Corporation(796692619)","10 Ml in 1 Vial",NA,"2019-1"
"Testosterone Cypionate","200 mg/1 mL","injection","AnazaoHealth Corporation(796692619)","30 Ml in 1 Vial",NA,"2019-1"
"Anastrozole; Testosterone","1 mg/1 mg; 1 mg/1 mg","pellet","AnazaoHealth Corporation(796692619)","1 Mg in 1 Vial",NA,"2019-2"
"Ascorbic Acid","500 mg/30 mL","injection","AnazaoHealth Corporation(796692619)","30 Ml in 1 Vial",NA,"2019-2"
"Choline Chloride; Methionine; Inositol; Cyanocobalamin","50 mg/1 mL; 25 mg/1 mL; 50 mg/1 mL; 1 mg/1 mL","injection","AnazaoHealth Corporation(796692619)","30 Ml in 1 Vial",NA,"2019-2"
"Dexpanthenol; Pyridoxine","30 mg/1 mL; 30 mg/1 mL","injection","AnazaoHealth Corporation(796692619)","30 Ml in 1 Vial",NA,"2019-2"
"Edetate Disodium","150 mg/1 mL","injection","AnazaoHealth Corporation(796692619)","10 Ml in 1 Vial",NA,"2019-2"
"Estradiol","20 mg/20 mg","pellet","AnazaoHealth Corporation(796692619)","1 Mg in 1 Vial",NA,"2019-2"
"Estradiol","18 mg/18 mg","pellet","AnazaoHealth Corporation(796692619)","1 Mg in 1 Vial",NA,"2019-2"
"Estradiol","12.5 mg/12.5 mg","pellet","AnazaoHealth Corporation(796692619)","1 Mg in 1 Vial",NA,"2019-2"
"Estradiol","22 mg/22 mg","pellet","AnazaoHealth Corporation(796692619)","1 Mg in 1 Vial",NA,"2019-2"
"Estradiol","25 mg/25 mg","pellet","AnazaoHealth Corporation(796692619)","1 Mg in 1 Vial",NA,"2019-2"
"Estradiol","15 mg/15 mg","pellet","AnazaoHealth Corporation(796692619)","1 Mg in 1 Vial",NA,"2019-2"
"Estradiol","6 mg/6 mg","pellet","AnazaoHealth Corporation(796692619)","1 Mg in 1 Vial",NA,"2019-2"
"Estradiol","10 mg/10 mg","pellet","AnazaoHealth Corporation(796692619)","1 Mg in 1 Vial",NA,"2019-2"
"Glutathione","200 mg/1 mL","injection","AnazaoHealth Corporation(796692619)","10 Ml in 1 Vial",NA,"2019-2"
"Lecithin, Soybean; Sodium Desoxycholate","50 mg/1 mL; 25 mg/1 mL","injection","AnazaoHealth Corporation(796692619)","50 Ml in 1 Vial",NA,"2019-2"
"Levocarnitine","500 mg/1 mL","injection","AnazaoHealth Corporation(796692619)","30 Ml in 1 Vial",NA,"2019-2"
"Lysine Hydrochloride; Arginine Hydrochloride","25 mg/1 mL; 25 mg/1 mL","injection","AnazaoHealth Corporation(796692619)","1000 Ml in 1 Bag",NA,"2019-2"
"Methionine; Inositol; Choline Chloride","25 mg/1 mL; 50 mg/1 mL; 50 mg/1 mL","injection","AnazaoHealth Corporation(796692619)","30 Ml in 1 Vial",NA,"2019-2"
"Methylcobalamin","10000 mg/1 mL","injection","AnazaoHealth Corporation(796692619)","10 Ml in 1 Vial",NA,"2019-2"
"Methylcobalamin","5000 mg/1 mL","injection","AnazaoHealth Corporation(796692619)","10 Ml in 1 Vial",NA,"2019-2"
"Nandrolone Decanoate","200 mg/1 mL","injection","AnazaoHealth Corporation(796692619)","10 Ml in 1 Vial",NA,"2019-2"
"Pyridoxine Hydrochloride","100 mg/1 mL","injection","AnazaoHealth Corporation(796692619)","1067 Ml in 1 Vial",NA,"2019-2"
"Pyridoxine Hydrochloride; Thiamine Hydrochloride","100 mg/1 mL; 20 mg/1 mL","injection","AnazaoHealth Corporation(796692619)","30 Ml in 1 Vial",NA,"2019-2"
"Testosterone","200 mg/200 mg","pellet","AnazaoHealth Corporation(796692619)","1 Mg in 1 Vial",NA,"2019-2"
"Testosterone","60 mg/60 mg","pellet","AnazaoHealth Corporation(796692619)","1 Mg in 1 Vial",NA,"2019-2"
"Testosterone","37.5 mg/37.5 mg","pellet","AnazaoHealth Corporation(796692619)","1 Mg in 1 Vial",NA,"2019-2"
"Testosterone","87.5 mg/87.5 mg","pellet","AnazaoHealth Corporation(796692619)","1 Mg in 1 Vial",NA,"2019-2"
"Testosterone","50 mg/50 mg","pellet","AnazaoHealth Corporation(796692619)","1 Mg in 1 Vial",NA,"2019-2"
"Testosterone","80 mg/80 mg","pellet","AnazaoHealth Corporation(796692619)","1 Mg in 1 Vial",NA,"2019-2"
"Testosterone","12.5 mg/12.5 mg","pellet","AnazaoHealth Corporation(796692619)","1 Mg in 1 Vial",NA,"2019-2"
"Testosterone","25 mg/25 mg","pellet","AnazaoHealth Corporation(796692619)","1 Mg in 1 Vial",NA,"2019-2"
"Testosterone","100 mg/100 mg","pellet","AnazaoHealth Corporation(796692619)","1 Mg in 1 Vial",NA,"2019-2"
"Testosterone Cypionate","200 mg/1 mL","injection","AnazaoHealth Corporation(796692619)","10 Ml in 1 Vial",NA,"2019-2"
"Testosterone Cypionate","200 mg/1 mL","injection","AnazaoHealth Corporation(796692619)","30 Ml in 1 Vial",NA,"2019-2"
"Testosterone Cypionate","200 mg/1 mL","injection","AnazaoHealth Corporation(796692619)","5 Ml in 1 Vial",NA,"2019-2"
"Anastrozole; Testosterone","1 mg/1 mg; 1 mg/1 mg","pellet","AnazaoHealth Corporation(796692619)","1 Mg in 1 Vial",NA,"2020-1"
"Ascorbic Acid","500 mg/10 mL","injection","AnazaoHealth Corporation(796692619)","10 Ml in 1 Vial",NA,"2020-1"
"Ascorbic Acid","500 mg/30 mL","injection","AnazaoHealth Corporation(796692619)","30 Ml in 1 Vial",NA,"2020-1"
"Calcium Gluconate; Thiamine Hydrochloride; Niacinamide; Dexpanthenol; Cyanocobalamin; Riboflavin; Pyridoxine Hydrochloride; Magnesium Chloride","1.3 mg/1 mL; 75 mg/1 mL; 2.6 mg/1 mL; 6.6 mg/1 mL; .03 mg/1 mL; .05 mg/1 mL; 2.7 mg/1 mL; 10.5 mg/1 mL","injection","AnazaoHealth Corporation(796692619)","50 Ml in 1 Vial",NA,"2020-1"
"Choline Chloride; Methionine; Inositol; Cyanocobalamin","50 mg/1 mL; 25 mg/1 mL; 50 mg/1 mL; 1 mg/1 mL","injection","AnazaoHealth Corporation(796692619)","30 Ml in 1 Vial",NA,"2020-1"
"Dexpanthenol; Pyridoxine; Thiamine Hydrochloride; Riboflavin; Niacinamide","6.6 mg/1 mL; 2 mg/1 mL; 75 mg/1 mL; 2 mg/1 mL; 75 mg/1 mL","injection","AnazaoHealth Corporation(796692619)","30 Ml in 1 Vial",NA,"2020-1"
"Edetate Disodium","150 mg/1 mL","injection","AnazaoHealth Corporation(796692619)","10 Ml in 1 Vial",NA,"2020-1"
"Estradiol","20 mg/20 mg","pellet","AnazaoHealth Corporation(796692619)","1 Mg in 1 Vial",NA,"2020-1"
"Estradiol","10 mg/10 mg","pellet","AnazaoHealth Corporation(796692619)","1 Mg in 1 Vial",NA,"2020-1"
"Estradiol","15 mg/15 mg","pellet","AnazaoHealth Corporation(796692619)","1 Mg in 1 Vial",NA,"2020-1"
"Estradiol","12.5 mg/12.5 mg","pellet","AnazaoHealth Corporation(796692619)","1 Mg in 1 Vial",NA,"2020-1"
"Estradiol","22 mg/22 mg","pellet","AnazaoHealth Corporation(796692619)","1 Mg in 1 Vial",NA,"2020-1"
"Estradiol","18 mg/18 mg","pellet","AnazaoHealth Corporation(796692619)","1 Mg in 1 Vial",NA,"2020-1"
"Estradiol","25 mg/25 mg","pellet","AnazaoHealth Corporation(796692619)","1 Mg in 1 Vial",NA,"2020-1"
"Estradiol","6 mg/6 mg","pellet","AnazaoHealth Corporation(796692619)","1 Mg in 1 Vial",NA,"2020-1"
"Glutathione","200 mg/1 mL","injection","AnazaoHealth Corporation(796692619)","10 Ml in 1 Vial",NA,"2020-1"
"Lecithin, Soybean; Sodium Desoxycholate","50 mg/1 mL; 25 mg/1 mL","injection","AnazaoHealth Corporation(796692619)","50 Ml in 1 Vial",NA,"2020-1"
"Levocarnitine","500 mg/1 mL","injection","AnazaoHealth Corporation(796692619)","30 Ml in 1 Vial",NA,"2020-1"
"Lidocaine; Tetracaine; Benzocaine","1 g/1 g; 1 g/1 g; 1 g/1 g","cream","AnazaoHealth Corporation(796692619)","120 G in 1 Bottle, Pump",NA,"2020-1"
"Lysine Hydrochloride; Arginine Hydrochloride","25 mg/1 mL; 25 mg/1 mL","injection","AnazaoHealth Corporation(796692619)","1000 Ml in 1 Bag",NA,"2020-1"
"Methionine; Inositol; Choline Chloride","25 mg/1 mL; 50 mg/1 mL; 50 mg/1 mL","injection","AnazaoHealth Corporation(796692619)","30 Ml in 1 Vial",NA,"2020-1"
"Methylcobalamin","5000 mg/1 mL","injection","AnazaoHealth Corporation(796692619)","10 Ml in 1 Vial",NA,"2020-1"
"Methylcobalamin","10000 mg/1 mL","injection","AnazaoHealth Corporation(796692619)","10 Ml in 1 Vial",NA,"2020-1"
"Nandrolone Decanoate","200 mg/1 mL","injection","AnazaoHealth Corporation(796692619)","10 Ml in 1 Vial",NA,"2020-1"
"Pyridoxine Hydrochloride","100 mg/1 mL","injection","AnazaoHealth Corporation(796692619)","30 Ml in 1 Vial",NA,"2020-1"
"Pyridoxine Hydrochloride; Thiamine Hydrochloride","100 mg/1 mL; 20 mg/1 mL","injection","AnazaoHealth Corporation(796692619)","30 Ml in 1 Vial",NA,"2020-1"
"Testosterone","100 mg/100 mg","pellet","AnazaoHealth Corporation(796692619)","1 Mg in 1 Vial",NA,"2020-1"
"Testosterone","25 mg/25 mg","pellet","AnazaoHealth Corporation(796692619)","1 Mg in 1 Vial",NA,"2020-1"
"Testosterone","50 mg/50 mg","pellet","AnazaoHealth Corporation(796692619)","1 Mg in 1 Vial",NA,"2020-1"
"Testosterone","80 mg/80 mg","pellet","AnazaoHealth Corporation(796692619)","1 Mg in 1 Vial",NA,"2020-1"
"Testosterone","200 mg/200 mg","pellet","AnazaoHealth Corporation(796692619)","1 Mg in 1 Vial",NA,"2020-1"
"Testosterone","12.5 mg/12.5 mg","pellet","AnazaoHealth Corporation(796692619)","1 Mg in 1 Vial",NA,"2020-1"
"Testosterone","87.5 mg/87.5 mg","pellet","AnazaoHealth Corporation(796692619)","1 Mg in 1 Vial",NA,"2020-1"
"Testosterone","37.5 mg/37.5 mg","pellet","AnazaoHealth Corporation(796692619)","1 Mg in 1 Vial",NA,"2020-1"
"Testosterone","60 mg/60 mg","pellet","AnazaoHealth Corporation(796692619)","1 Mg in 1 Vial",NA,"2020-1"
"Testosterone Cypionate","200 mg/1 mL","injection","AnazaoHealth Corporation(796692619)","5 Ml in 1 Vial",NA,"2020-1"
"Testosterone Cypionate","200 mg/1 mL","injection","AnazaoHealth Corporation(796692619)","30 Ml in 1 Vial",NA,"2020-1"
"Testosterone Cypionate","200 mg/1 mL","injection","AnazaoHealth Corporation(796692619)","10 Ml in 1 Vial",NA,"2020-1"
"Alpha Lipoic Acid","25 mg/1 mL","injection","AnazaoHealth Corporation(796692619)","10 Ml in 1 Vial",NA,"2020-2"
"Anastrozole; Testosterone","1 mg/1 mg; 1 mg/1 mg","pellet","AnazaoHealth Corporation(796692619)","1 Mg in 1 Vial",NA,"2020-2"
"Ascorbic Acid","500 mg/10 mL","injection","AnazaoHealth Corporation(796692619)","10 Ml in 1 Vial",NA,"2020-2"
"Ascorbic Acid","500 mg/30 mL","injection","AnazaoHealth Corporation(796692619)","10 Ml in 1 Vial",NA,"2020-2"
"Ascorbic Acid","500 mg/30 mL","injection","AnazaoHealth Corporation(796692619)","30 Ml in 1 Vial",NA,"2020-2"
"Choline Chloride; Methionine; Inositol; Cyanocobalamin","50 mg/1 mL; 25 mg/1 mL; 50 mg/1 mL; 1 mg/1 mL","injection","AnazaoHealth Corporation(796692619)","30 Ml in 1 Vial",NA,"2020-2"
"Disodium Nicotinamide Adenine Dinucleotide","125 mg/4 mL","injection","AnazaoHealth Corporation(796692619)","4 Ml in 1 Vial",NA,"2020-2"
"Edetate Disodium","150 mg/1 mL","injection","AnazaoHealth Corporation(796692619)","10 Ml in 1 Vial",NA,"2020-2"
"Estradiol","15 mg/15 mg","pellet","AnazaoHealth Corporation(796692619)","1 Mg in 1 Vial",NA,"2020-2"
"Estradiol","18 mg/18 mg","pellet","AnazaoHealth Corporation(796692619)","1 Mg in 1 Vial",NA,"2020-2"
"Estradiol","10 mg/10 mg","pellet","AnazaoHealth Corporation(796692619)","1 Mg in 1 Vial",NA,"2020-2"
"Estradiol","6 mg/6 mg","pellet","AnazaoHealth Corporation(796692619)","1 Mg in 1 Vial",NA,"2020-2"
"Estradiol","25 mg/25 mg","pellet","AnazaoHealth Corporation(796692619)","1 Mg in 1 Vial",NA,"2020-2"
"Estradiol","20 mg/20 mg","pellet","AnazaoHealth Corporation(796692619)","1 Mg in 1 Vial",NA,"2020-2"
"Estradiol","12.5 mg/12.5 mg","pellet","AnazaoHealth Corporation(796692619)","1 Mg in 1 Vial",NA,"2020-2"
"Estradiol","22 mg/22 mg","pellet","AnazaoHealth Corporation(796692619)","1 Mg in 1 Vial",NA,"2020-2"
"Glutathione","200 mg/1 mL","injection","AnazaoHealth Corporation(796692619)","10 Ml in 1 Vial",NA,"2020-2"
"Lecithin, Soybean; Sodium Desoxycholate","50 mg/1 mL; 25 mg/1 mL","injection","AnazaoHealth Corporation(796692619)","50 Ml in 1 Vial",NA,"2020-2"
"Levocarnitine","500 mg/1 mL","injection","AnazaoHealth Corporation(796692619)","30 Ml in 1 Vial",NA,"2020-2"
"Lidocaine; Tetracaine; Benzocaine","1 g/1 g; 1 g/1 g; 1 g/1 g","cream","AnazaoHealth Corporation(796692619)","120 G in 1 Bottle, Pump",NA,"2020-2"
"Lysine Hydrochloride; Arginine Hydrochloride","25 mg/1 mL; 25 mg/1 mL","injection","AnazaoHealth Corporation(796692619)","1000 Ml in 1 Bag",NA,"2020-2"
"Methionine; Inositol; Choline Chloride","25 mg/1 mL; 50 mg/1 mL; 50 mg/1 mL","injection","AnazaoHealth Corporation(796692619)","30 Ml in 1 Vial",NA,"2020-2"
"Methylcobalamin","10000 mg/1 mL","injection","AnazaoHealth Corporation(796692619)","10 Ml in 1 Vial",NA,"2020-2"
"Methylcobalamin","5000 mg/1 mL","injection","AnazaoHealth Corporation(796692619)","10 Ml in 1 Vial",NA,"2020-2"
"Nandrolone Decanoate","200 mg/1 mL","injection","AnazaoHealth Corporation(796692619)","10 Ml in 1 Vial",NA,"2020-2"
"Pyridoxine Hydrochloride","100 mg/1 mL","injection","AnazaoHealth Corporation(796692619)","30 Ml in 1 Vial",NA,"2020-2"
"Pyridoxine Hydrochloride; Magnesium Chloride; Dexpanthenol; Calcium Gluconate; Thiamine Hydrochloride; Niacinamide; Cyanocobalamin; Riboflavin","2.7 mg/1 mL; 10.5 mg/1 mL; 6.6 mg/1 mL; 1.3 mg/1 mL; 75 mg/1 mL; 2.6 mg/1 mL; .03 mg/1 mL; .05 mg/1 mL","injection","AnazaoHealth Corporation(796692619)","50 Ml in 1 Vial",NA,"2020-2"
"Pyridoxine Hydrochloride; Thiamine Hydrochloride","100 mg/1 mL; 20 mg/1 mL","injection","AnazaoHealth Corporation(796692619)","30 Ml in 1 Vial",NA,"2020-2"
"Riboflavin; Niacinamide; Dexpanthenol; Pyridoxine; Thiamine Hydrochloride","2 mg/1 mL; 75 mg/1 mL; 6.6 mg/1 mL; 2 mg/1 mL; 75 mg/1 mL","injection","AnazaoHealth Corporation(796692619)","30 Ml in 1 Vial",NA,"2020-2"
"Testosterone","12.5 mg/12.5 mg","pellet","AnazaoHealth Corporation(796692619)","1 Mg in 1 Vial",NA,"2020-2"
"Testosterone","1 mg/1 mg","pellet","AnazaoHealth Corporation(796692619)","1 Mg in 1 Vial",NA,"2020-2"
"Testosterone","50 mg/50 mg","pellet","AnazaoHealth Corporation(796692619)","1 Mg in 1 Vial",NA,"2020-2"
"Testosterone","87.5 mg/87.5 mg","pellet","AnazaoHealth Corporation(796692619)","1 Mg in 1 Vial",NA,"2020-2"
"Testosterone","25 mg/25 mg","pellet","AnazaoHealth Corporation(796692619)","1 Mg in 1 Vial",NA,"2020-2"
"Testosterone","200 mg/200 mg","pellet","AnazaoHealth Corporation(796692619)","1 Mg in 1 Vial",NA,"2020-2"
"Testosterone","80 mg/80 mg","pellet","AnazaoHealth Corporation(796692619)","1 Mg in 1 Vial",NA,"2020-2"
"Testosterone","60 mg/60 mg","pellet","AnazaoHealth Corporation(796692619)","1 Mg in 1 Vial",NA,"2020-2"
"Testosterone","37.5 mg/37.5 mg","pellet","AnazaoHealth Corporation(796692619)","1 Mg in 1 Vial",NA,"2020-2"
"Testosterone","100 mg/100 mg","pellet","AnazaoHealth Corporation(796692619)","1 Mg in 1 Vial",NA,"2020-2"
"Testosterone Cypionate","200 mg/1 mL","injection","AnazaoHealth Corporation(796692619)","10 Ml in 1 Vial",NA,"2020-2"
"Testosterone Cypionate","200 mg/1 mL","injection","AnazaoHealth Corporation(796692619)","5 Ml in 1 Vial",NA,"2020-2"
"Testosterone Cypionate","200 mg/1 mL","injection","AnazaoHealth Corporation(796692619)","30 Ml in 1 Vial",NA,"2020-2"
